Date,T100ECMU Index,SPGSCIP Index,LBUSTRUU Index,SPXT Index
2/6/04,43.03,506.5341,1170.89,1670.1409
2/9/04,43.44,510.1612,1172.8,1666.1589
2/10/04,43.48,518.0238,1170.9301,1674.5511
2/11/04,43.69,519.6237,1175.58,1693.0328
2/12/04,43.89,522.6367,1173.98,1684.9242
2/13/04,44.12,528.7645,1176.0601,1675.8624
2/16/04,44.19,528.7645,1176.0601,1675.8624
2/17/04,44.99,533.2939,1176.1899,1692.2203
2/18/04,44.62,530.4168,1176.2,1684.8947
2/19/04,45.01,531.4133,1176.52,1678.0087
2/20/04,44.68,526.2595,1174.2,1673.7115
2/23/04,44.5,528.2076,1176.63,1669.1968
2/24/04,45.28,531.7807,1177.75,1666.4222
2/25/04,45.37,542.2706,1178.53,1673.3364
2/26/04,45.64,545.0061,1177.29,1675.6337
2/27/04,45.94,550.8608,1180.4,1675.7
3/1/04,46.63,559.4142,1180.34,1691.8986
3/2/04,45.76,555.3475,1177.9301,1681.8818
3/3/04,44.99,542.1576,1177.24,1685.1711
3/4/04,44.95,549.1525,1178.85,1690.8301
3/5/04,45.39,554.1207,1188.11,1693.762
3/8/04,44.72,544.6617,1190.76,1679.738
3/9/04,44.8,542.2176,1192.76,1670.0692
3/10/04,44.49,540.6879,1192.37,1645.7937
3/11/04,45.07,552.0905,1191.99,1621.2144
3/12/04,44.83,546.0237,1191.11,1641.4232
3/15/04,45.59,559.8935,1190.75,1617.9075
3/16/04,46,560.8436,1194.74,1627.0289
3/17/04,46.02,570.8498,1194.87,1646.2878
3/18/04,46.49,569.5307,1192.03,1644.2136
3/19/04,46.7,569.743,1190.58,1625.844
3/22/04,46.73,567.2914,1193.46,1604.8021
3/23/04,46.64,569.6281,1194.04,1602.674
3/24/04,46.24,564.7582,1194.36,1598.8494
3/25/04,45.66,550.4624,1193.22,1625.011
3/26/04,45.71,553.3713,1188.47,1623.3625
3/29/04,45.6,551.0784,1186.63,1644.7498
3/30/04,45.72,563.8774,1186.26,1651.427
3/31/04,45.74,561.4486,1189.24,1650.4196
4/1/04,46.18,550.8156,1186.6801,1659.1644
4/2/04,46.23,549.2569,1175.16,1673.4048
4/5/04,45.54,547.4319,1171.61,1686.2415
4/6/04,45.63,554.0806,1174.35,1683.2285
4/7/04,45.85,565.1698,1175.21,1672.137
4/8/04,45.42,573.8127,1174,1670.3561
4/12/04,45.11,577.6712,1173.01,1679.0173
4/13/04,44.45,567.9869,1167.71,1655.9907
4/14/04,44.99,569.4022,1165.29,1654.174
4/15/04,44.5,571.5809,1164.3101,1655.1501
4/16/04,44.91,570.4953,1167.22,1663.6185
4/19/04,44.81,567.9644,1166.38,1665.3947
4/20/04,44.35,565.1543,1164.27,1639.4941
4/21/04,43.23,554.3385,1162.8199,1648.309
4/22/04,43.43,563.2456,1165.88,1671.6256
4/23/04,43.72,559.9604,1161.35,1672.6221
4/26/04,43.81,567.247,1162.2,1665.1947
4/27/04,44.46,575.8588,1163.92,1668.9845
4/28/04,43.66,573.5135,1160.52,1646.1956
4/29/04,44.08,574.9302,1156.58,1634.1584
4/30/04,44.26,576.4834,1158.3,1624.5112
5/3/04,44.67,587.2883,1158.24,1639.4603
5/4/04,44.87,599.0577,1156.5601,1642.5012
5/5/04,44.98,603.809,1154.09,1645.6476
5/6/04,44.5,600.4656,1151.23,1634.7467
5/7/04,44.64,605.6814,1141.8101,1612.3064
5/10/04,43.87,590.9736,1142.05,1595.3756
5/11/04,44.27,602.6771,1143.61,1607.9398
5/12/04,43.85,608.8504,1143.3101,1611.1509
5/13/04,43.97,611.9879,1140.4301,1610.0514
5/14/04,43.47,611.0711,1144.35,1609.1183
5/17/04,43.09,611.0588,1149.22,1592.2333
5/18/04,42.41,600.0553,1147.5601,1603.142
5/19/04,43.31,616.7219,1144.49,1599.2867
5/20/04,42.69,607.4084,1148.48,1600.0562
5/21/04,42.67,600.2286,1146.42,1606.4889
5/24/04,43.16,621.6113,1147.9399,1609.22
5/25/04,43.2,615.6088,1148.58,1635.142
5/26/04,42.93,612.5052,1151.73,1638.1581
5/27/04,42.12,600.007,1156.4301,1647.6469
5/28/04,42.15,602.6759,1153.66,1646.8037
6/1/04,43.35,631.0443,1151.02,1647.5735
6/2/04,42.66,607.7958,1149.54,1653.6647
6/3/04,41.99,597.1698,1150.74,1641.4279
6/4/04,42.13,589.0113,1148.12,1650.0748
6/7/04,42.34,590.7519,1149.62,1676.4838
6/8/04,41.89,578.5292,1149.72,1679.2086
6/9/04,41.85,579.6555,1147.22,1663.3829
6/10/04,41.81,585.2577,1147.72,1671.0146
6/11/04,41.79,585.2577,1147.72,1671.0146
6/14/04,41.79,579.6528,1142.79,1655.0009
6/15/04,41.84,575.1823,1153.22,1664.9186
6/16/04,42.05,579.5521,1151.0601,1667.2324
6/17/04,42.41,592.7881,1153.49,1665.022
6/18/04,42.3,593.184,1152.97,1669.3896
6/21/04,42.18,582.0746,1154.14,1662.4634
6/22/04,42.26,585.208,1153.6801,1668.5465
6/23/04,42.49,582.9966,1154.39,1682.7504
6/24/04,42.76,588.8075,1157.14,1678.0692
6/25/04,42.5,584.444,1157.51,1668.9292
6/28/04,41.85,567.7844,1152.61,1667.6089
6/29/04,41.67,561.6357,1155.05,1671.8438
6/30/04,42.05,573.6907,1160.1801,1678.8256
7/1/04,42.59,589.5029,1163.29,1661.5255
7/2/04,42.53,587.4221,1168.8,1656.3309
7/5/04,42.61,587.4221,1168.8,1656.3309
7/6/04,43.14,600.8926,1168.42,1642.8351
7/7/04,43.04,596.8532,1168.42,1646.3611
7/8/04,42.86,603.4632,1168.9301,1632.8848
7/9/04,42.84,599.1525,1169.45,1638.4185
7/12/04,42.32,592.4752,1170.74,1640.73
7/13/04,42.23,589.5072,1168.5,1641.9645
7/14/04,42.7,604.2944,1168.28,1636.6182
7/15/04,42.53,599.7433,1168.36,1629.5762
7/16/04,42.54,601.9921,1174.8101,1621.806
7/19/04,42.58,602.1783,1174.89,1621.0846
7/20/04,42.36,592.8762,1170.34,1632.5201
7/21/04,42.33,592.1389,1168.91,1610.8844
7/22/04,42.52,602.0819,1170.22,1615.2743
7/23/04,42.35,604.9204,1171.61,1599.6212
7/26/04,42.38,599.6671,1170.13,1596.4845
7/27/04,42.42,602.2117,1163.92,1612.33
7/28/04,42.64,612.402,1165.09,1613.4996
7/29/04,42.6,610.6007,1166.3,1621.3483
7/30/04,42.62,617.4765,1171.6801,1623.2621
8/2/04,42.48,614.4287,1172.71,1630.4808
8/3/04,42.43,617.3629,1174.27,1620.2814
8/4/04,42.15,604.1052,1174.15,1618.999
8/5/04,42.25,617.7252,1175.66,1592.6385
8/6/04,41.99,611.8238,1185.54,1568.0715
8/9/04,42.24,619.757,1184.5,1569.9606
8/10/04,42.28,616.5259,1181.91,1590.3495
8/11/04,42.25,615.1355,1182.87,1586.4318
8/12/04,42.62,619.9607,1184.29,1567.9471
8/13/04,42.87,632.1546,1186.62,1570.4443
8/16/04,42.6,627.2163,1185.03,1591.937
8/17/04,42.45,632.401,1187.9,1595.574
8/18/04,42.56,632.316,1187.16,1615.7209
8/19/04,42.9,645.7892,1188.22,1609.9689
8/20/04,42.43,638.4679,1187.35,1620.4724
8/23/04,42.01,631.2746,1185.6899,1616.6803
8/24/04,41.86,623.021,1185.89,1617.458
8/25/04,41.52,606.283,1186.77,1630.4846
8/26/04,41.39,599.8204,1188.5,1630.6831
8/27/04,41.56,598.7927,1188.5699,1634.8317
8/30/04,41.42,595.7595,1190.95,1622.2786
8/31/04,41.45,592.7183,1194.03,1629.828
9/1/04,41.67,609.143,1194.45,1632.8185
9/2/04,41.71,606.6092,1191.36,1651.1396
9/3/04,41.69,601.7081,1186.35,1644.2526
9/6/04,41.74,601.7081,1186.35,1644.2526
9/7/04,41.8,596.4144,1189.37,1655.6475
9/8/04,41.67,592.2521,1193.88,1648.5195
9/9/04,41.92,608.8922,1192.3199,1651.6519
9/10/04,41.85,593.5057,1193.38,1659.8357
9/13/04,42.13,605.3234,1194.66,1663.0977
9/14/04,42.2,610.3886,1196.27,1666.8162
9/15/04,42.23,602.238,1194.8101,1655.1008
9/16/04,42.46,603.8615,1199.64,1659.7797
9/17/04,42.55,619.7418,1196.51,1667.2484
9/20/04,42.76,624.475,1200.3101,1657.8767
9/21/04,43.16,636.7054,1200.9,1668.3855
9/22/04,43.74,650.4404,1202.99,1645.1659
9/23/04,43.96,651.7039,1200.77,1637.816
9/24/04,44,650.7054,1200.41,1640.3978
9/27/04,44.35,655.6066,1202.21,1630.6678
9/28/04,44.17,661.6208,1201.59,1640.6168
9/29/04,44.18,665.7038,1198.0601,1647.7893
9/30/04,44.76,666.5723,1197.27,1647.4803
10/1/04,44.64,669.6684,1194.2,1672.4867
10/4/04,44.56,665.5223,1195.41,1678.1039
10/5/04,44.81,679.6589,1195.85,1677.0923
10/6/04,45.18,686.5623,1193.5601,1688.8267
10/7/04,45.3,694.0001,1192.64,1672.0767
10/8/04,45.83,700.5899,1198.8199,1659.5101
10/11/04,45.74,703.0432,1198.8199,1662.8353
10/12/04,45.58,690.9971,1200.78,1659.072
10/13/04,44.53,696.0807,1202.4,1647.1267
10/14/04,44.54,704.3045,1205.41,1631.806
10/15/04,44.85,704.7355,1203.52,1639.0801
10/18/04,44.22,693.447,1203.9399,1647.6948
10/19/04,44.24,696.4091,1204.38,1631.7365
10/20/04,44.49,713.0762,1206.6899,1632.4885
10/21/04,44.66,716.4636,1206.4301,1636.7603
10/22/04,44.72,724.1177,1207.36,1620.853
10/25/04,44.2,717.0348,1208.1801,1619.4786
10/26/04,44.31,728.2874,1207.72,1643.5698
10/27/04,44.07,701.4659,1203.5601,1665.0135
10/28/04,43.48,687.8219,1204.34,1668.5504
10/29/04,44.31,693.255,1207.3101,1672.6486
11/1/04,43.9,677.0611,1204.63,1673.1046
11/2/04,43.69,671.3994,1205.64,1673.1606
11/3/04,44.01,683.4936,1206.54,1692.2238
11/4/04,44.35,663.6816,1206.72,1719.6407
11/5/04,44.62,665.8548,1200.99,1726.339
11/8/04,44.61,659.617,1200.29,1724.5918
11/9/04,44.41,645.6897,1200.17,1724.0754
11/10/04,44.44,660.7504,1198.53,1722.6681
11/11/04,44.53,646.4718,1198.53,1738.3193
11/12/04,44.78,645.0499,1201.42,1754.3342
11/15/04,44.37,643.1546,1201.8,1753.9911
11/16/04,44.01,635.4822,1201.14,1741.7178
11/17/04,44.6,649.0273,1204.58,1751.5652
11/18/04,44.69,642.3274,1206.01,1753.9729
11/19/04,44.96,662.0151,1202.46,1734.4525
11/22/04,44.81,655.0935,1204.35,1744.7068
11/23/04,44.95,659.4939,1203.92,1744.3123
11/24/04,45.39,673.0722,1203.34,1751.5541
11/25/04,45.29,673.0722,1203.34,1751.5541
11/26/04,45.3,671.7936,1201.64,1753.0922
11/29/04,45.69,667.4175,1198.09,1747.3358
11/30/04,45.42,658.5188,1197.6801,1740.3267
12/1/04,45.1,627.9322,1197.2,1766.9032
12/2/04,44.08,599.4223,1195.75,1765.3715
12/3/04,44.03,594.1896,1202.71,1766.6271
12/6/04,44,598.646,1204.97,1765.3257
12/7/04,43.78,582.1589,1205.64,1745.8347
12/8/04,43.18,586.1475,1210.04,1754.7474
12/9/04,43.13,594.6952,1208.47,1764.3501
12/10/04,42.76,579.5504,1208.91,1762.5117
12/13/04,43.16,589.4586,1209.23,1778.5385
12/14/04,43.18,596.018,1210.16,1785.5104
12/15/04,44.09,616.3582,1212.76,1789.1426
12/16/04,44.14,610.6122,1207.8,1785.5131
12/17/04,44.51,633.6061,1206.75,1772.1881
12/20/04,44.82,622.1151,1207.25,1772.8687
12/21/04,44.95,621.6624,1208.89,1788.9293
12/22/04,44.61,608.5907,1208,1795.6626
12/23/04,44.67,606.3598,1207.51,1796.4939
12/24/04,44.81,606.3598,1207.51,1796.4939
12/27/04,44.62,581.4562,1204.67,1788.7598
12/28/04,44.74,584.6067,1204.71,1801.5801
12/29/04,45.03,592.0918,1203.49,1801.7102
12/30/04,45.2,591.9828,1206.35,1801.9772
12/31/04,45.08,591.6133,1208.7,1799.5477
1/3/05,45.01,579.6564,1208.95,1784.9561
1/4/05,43.79,588.4383,1205.58,1764.3025
1/5/05,43.89,583.5715,1205.78,1758.0673
1/6/05,43.76,604.4365,1206.55,1764.6262
1/7/05,43.85,603.4364,1206.26,1762.1229
1/10/05,43.66,605.1578,1206.84,1768.1661
1/11/05,44.09,607.4077,1208.6,1757.5056
1/12/05,44.33,609.3703,1209.62,1764.717
1/13/05,44.25,628.2538,1212.1899,1749.481
1/14/05,44.44,628.388,1210.55,1759.9832
1/17/05,44.48,628.388,1210.55,1759.9832
1/18/05,44.74,626.1546,1211.8101,1777.0347
1/19/05,44.71,624.1613,1212.55,1760.2844
1/20/05,44.55,620.2471,1214.03,1746.6105
1/21/05,45,631.2141,1215.54,1735.4246
1/24/05,44.94,635.7935,1216.3,1729.3304
1/25/05,44.85,643.0846,1213.62,1736.25
1/26/05,45.15,639.1636,1213.28,1744.7189
1/27/05,45.14,636.6449,1212.89,1745.5833
1/28/05,45.18,621.8174,1215.7,1740.9629
1/31/05,45.31,630.3588,1216.29,1755.6842
2/1/05,45.07,621.4975,1216.12,1767.787
2/2/05,44.83,615.8024,1216.22,1773.6267
2/3/05,44.96,610.2427,1215.5,1769.2609
2/4/05,44.95,609.1928,1220,1788.8153
2/7/05,44.94,598.5873,1221.58,1786.9211
2/8/05,44.97,601.5813,1222.09,1788.1582
2/9/05,44.97,603.6764,1224.9301,1773.2756
2/10/05,45.56,618.9507,1221.12,1780.8043
2/11/05,45.41,618.4583,1219.8,1793.5398
2/14/05,45.45,620.3826,1220.8199,1794.9807
2/15/05,45.78,620.738,1219.87,1801.0625
2/16/05,45.69,627.4724,1217.5699,1801.5856
2/17/05,46.03,622.3895,1216.91,1787.4117
2/18/05,46.52,628.3851,1213.48,1788.6544
2/21/05,46.42,628.3851,1213.48,1788.6544
2/22/05,46.48,654.8002,1212.6,1762.7568
2/23/05,46.6,657.3666,1213.53,1772.7628
2/24/05,46.13,658.427,1212.7,1787.3362
2/25/05,45.82,662.7682,1213.04,1804.1676
2/28/05,46.09,668.2913,1209.11,1792.6307
3/1/05,45.94,666.8441,1208.41,1802.7935
3/2/05,45.91,680.003,1208.59,1802.9187
3/3/05,46.29,685.0488,1208.45,1803.5096
3/4/05,46.35,685.5886,1212.64,1820.8805
3/7/05,46.64,685.4181,1213.55,1825.7035
3/8/05,46.84,696.5191,1210.02,1817.1213
3/9/05,46.87,700.017,1203.42,1798.7909
3/10/05,46.84,690.4387,1205.78,1802.1971
3/11/05,46.82,699.1186,1202.12,1789.0061
3/14/05,46.57,702.9883,1203.12,1799.1362
3/15/05,46.64,707.694,1201.86,1785.6138
3/16/05,46.67,719.6574,1202.52,1771.3489
3/17/05,46.39,719.3405,1204.76,1774.5487
3/18/05,46.26,720.1629,1203.14,1773.7189
3/21/05,45.59,719.9512,1202.2,1764.9806
3/22/05,45.6,711.1337,1197.4,1747.0305
3/23/05,44.79,694.7712,1196.71,1748.2772
3/24/05,44.88,700.8019,1197.78,1746.6205
3/28/05,44.78,695.9272,1196.4301,1750.8845
3/29/05,44.73,698.0487,1198.0601,1737.9353
3/30/05,45.27,699.6137,1199.87,1762.0869
3/31/05,45.48,717.1103,1202.9,1760.8868
4/1/05,45.02,732.0167,1205.4399,1749.4521
4/4/05,44.91,727.9885,1205.45,1754.4275
4/5/05,44.88,719.4486,1204.72,1762.317
4/6/05,45.19,715.7795,1206.47,1766.693
4/7/05,44.98,698.7815,1204.97,1777.3517
4/8/05,44.56,687.8096,1203.9301,1762.517
4/11/05,44.7,691.0259,1205.59,1762.5591
4/12/05,44.31,678.9678,1210.13,1772.4346
4/13/05,43.79,664.5667,1210.12,1751.7714
4/14/05,43.51,670.4638,1210.72,1734.2455
4/15/05,43.61,663.9227,1213.97,1705.2603
4/18/05,43.29,658.3877,1215.4,1710.2682
4/19/05,44.28,678.9515,1218.61,1720.4281
4/20/05,44.57,685.2232,1218.47,1697.7435
4/21/05,44.57,687.3597,1214.47,1731.2715
4/22/05,44.76,697.0126,1216.75,1719.6619
4/25/05,44.62,692.3381,1217.09,1734.5575
4/26/05,44.54,689.0158,1216.53,1719.0923
4/27/05,44.08,665.8829,1217.84,1726.2063
4/28/05,44.01,666.0899,1220.9301,1707.1268
4/29/05,43.84,650.7407,1219.1801,1727.4905
5/2/05,43.88,657.101,1219.84,1735.4281
5/3/05,43.52,643.755,1219.3101,1733.949
5/4/05,43.57,648.7367,1220.65,1755.9196
5/5/05,43.77,651.7024,1222.35,1751.4653
5/6/05,43.95,650.6985,1216.87,1749.6534
5/9/05,44.21,655.8971,1216.65,1760.8684
5/10/05,44.31,659.8795,1219.25,1742.0557
5/11/05,44.04,647.7086,1219.6801,1750.2601
5/12/05,43.63,631.8447,1221.1,1732.8928
5/13/05,43.17,629.004,1222.59,1725.1539
5/16/05,43.03,625.4293,1222.78,1742.7404
5/17/05,43.05,630.6649,1223.0699,1755.0989
5/18/05,43.28,621.7799,1225.59,1773.0122
5/19/05,43.15,620.1923,1224.14,1781.2823
5/20/05,43.15,619.1643,1223.51,1778.5907
5/23/05,43.29,624.269,1226.9301,1785.4583
5/24/05,43.5,627.7339,1228.51,1785.795
5/25/05,44.06,638.6683,1227.53,1779.8069
5/26/05,44.36,639.2237,1227.55,1791.4083
5/27/05,44.12,644.2576,1228.25,1793.3427
5/31/05,44.27,644.3269,1232.37,1782.4568
6/1/05,44.39,669.8954,1237.5699,1799.1469
6/2/05,44.37,664.7128,1238.15,1802.1868
6/3/05,44.68,678.3445,1234.27,1789.827
6/6/05,44.63,678.7203,1235.28,1792.1443
6/7/05,44.42,672.9508,1237.89,1791.8939
6/8/05,44.18,661.7115,1236.1801,1788.302
6/9/05,44.21,676.5374,1234.9399,1797.724
6/10/05,44,668.6202,1230.96,1793.5067
6/13/05,44.17,685.6978,1229.6899,1798.0674
6/14/05,44.28,680.1421,1228.17,1802.733
6/15/05,44.61,685.7328,1228.63,1806.7841
6/16/05,44.66,693.7458,1230.8,1813.3512
6/17/05,45.21,708.2111,1230.74,1822.3521
6/20/05,45.41,714.4842,1230.3101,1821.0615
6/21/05,45.13,705.105,1233.02,1817.361
6/22/05,44.87,698.0267,1238.1801,1817.7992
6/23/05,44.74,708.5488,1237.41,1798.4934
6/24/05,44.91,710.1717,1239.51,1784.7701
6/27/05,44.29,712.9916,1240.5699,1783.4541
6/28/05,43.73,693.113,1237.8101,1800.0658
6/29/05,43.77,685.5553,1236.87,1797.7257
6/30/05,43.25,679.9766,1239.09,1784.9873
7/1/05,43.55,699.5628,1234.47,1789.8489
7/4/05,43.47,699.5628,1234.47,1789.8489
7/5/05,44.24,713.6212,1231.6,1805.678
7/6/05,44.45,731.0006,1233.49,1791.0536
7/7/05,44.3,724.312,1235.1,1795.5458
7/8/05,44.06,714.9915,1232.29,1816.5193
7/11/05,44.16,707.3787,1233.29,1827.9073
7/12/05,44.5,723.6847,1231.51,1832.1483
7/13/05,44.37,718.9248,1230.97,1833.9781
7/14/05,44.25,702.7699,1230.5601,1838.7982
7/15/05,44.36,706.1625,1231,1840.9307
7/18/05,44.36,697.864,1229.28,1830.7494
7/19/05,43.72,697.4797,1230.73,1843.0736
7/20/05,43.62,692.4257,1232.08,1852.0231
7/21/05,43.24,682.5061,1226.6801,1839.7959
7/22/05,43.38,694.888,1229.47,1849.809
7/25/05,43.46,695.9644,1228.62,1842.8446
7/26/05,43.56,699.2716,1229.0699,1846.037
7/27/05,43.65,701.8406,1228.15,1854.7177
7/28/05,43.85,709.7341,1231.54,1865.6368
7/29/05,43.55,715.5059,1227.8101,1851.3678
8/1/05,43.67,727.4568,1226.13,1853.1276
8/2/05,44.02,733.0323,1225.41,1866.2834
8/3/05,43.61,724.329,1227.41,1868.0566
8/4/05,43.63,729.4095,1226.46,1854.3003
8/5/05,43.45,737.0218,1222.4399,1840.1892
8/8/05,43.63,749.3774,1221.46,1835.3726
8/9/05,43.16,741.7098,1222.84,1847.7609
8/10/05,43.33,761.1124,1223.41,1845.1644
8/11/05,43.4,772.9708,1226.64,1858.4277
8/12/05,43.46,778.6422,1230.75,1847.311
8/15/05,43.07,773.1347,1229.16,1852.7809
8/16/05,43.17,773.7884,1231.63,1830.9846
8/17/05,42.56,748.9572,1229.26,1832.817
8/18/05,42.31,742.8203,1232.49,1831.0864
8/19/05,42.34,759.1811,1232.64,1832.2914
8/22/05,42.7,763.2662,1232.99,1835.317
8/23/05,42.78,764.2734,1234.24,1829.1084
8/24/05,43.02,778.7864,1234.8101,1817.2183
8/25/05,42.8,779.0889,1236.11,1821.4547
8/26/05,42.82,769.8064,1234.4399,1810.5184
8/29/05,43.48,792.1263,1235.34,1821.5582
8/30/05,44.12,825.5307,1239.62,1815.9689
8/31/05,43.82,821.2628,1243.55,1834.476
9/1/05,44.22,839.099,1244.8101,1836.3699
9/2/05,44.07,815.8983,1244.03,1831.0569
9/5/05,44.05,815.8983,1244.03,1831.0569
9/6/05,44.01,802.6197,1241.62,1854.2274
9/7/05,43.57,783.6783,1238.6899,1859.0022
9/8/05,43.47,783.2445,1238.8101,1852.002
9/9/05,43.26,777.9603,1239.7,1866.7415
9/12/05,43.16,764.0242,1238.15,1865.4518
9/13/05,42.99,761.9876,1239.97,1851.8663
9/14/05,43.2,780.7453,1238.6899,1845.8368
9/15/05,43.09,777.2828,1236.53,1846.7643
9/16/05,42.76,759.3182,1233.87,1862.1073
9/19/05,44.14,810.6275,1235.23,1851.7405
9/20/05,43.9,797.624,1234.91,1837.1997
9/21/05,44.05,804.8118,1237.61,1820.4907
9/22/05,44.04,808.1428,1238.25,1827.5356
9/23/05,43.65,786.0416,1234.79,1828.5432
9/26/05,44.43,806.0267,1233.05,1829.0492
9/27/05,44.56,803.3401,1232.55,1829.1287
9/28/05,45,825.4312,1234.4399,1831.3191
9/29/05,45,826.1484,1233.04,1847.6198
9/30/05,44.64,819.0305,1230.74,1849.3341
10/3/05,44.65,814.5599,1228.05,1846.1663
10/4/05,44.75,803.5936,1228.5699,1827.9592
10/5/05,44.78,793.57,1229.5601,1801.4021
10/6/05,44.27,772.2338,1229.58,1794.0403
10/7/05,44.48,773.8315,1230.13,1800.7092
10/10/05,44.49,771.1496,1230.13,1787.799
10/11/05,44.98,788.1052,1229.29,1784.2239
10/12/05,44.65,791.4067,1226.3,1773.6031
10/13/05,44.37,779.3536,1224.35,1772.3552
10/14/05,44.24,771.6093,1223.5699,1787.0074
10/17/05,44.78,789.2248,1224.05,1792.3315
10/18/05,44.74,772.8553,1224.98,1774.3228
10/19/05,44.52,765.5422,1225.92,1801.0143
10/20/05,44.16,748.9112,1226.01,1774.0223
10/21/05,43.93,750.759,1229.71,1776.7277
10/24/05,43.99,745.6935,1227.35,1806.5858
10/25/05,44.93,775.7677,1224.05,1802.3032
10/26/05,44.66,759.6429,1219.42,1794.5582
10/27/05,44.65,757.5223,1221.04,1776.0048
10/28/05,44.53,753.0734,1220.4399,1805.5575
10/31/05,44.01,732.1283,1221,1818.5043
11/1/05,43.58,728.9587,1219.98,1812.1093
11/2/05,43.7,724.4689,1218.12,1830.4313
11/3/05,43.94,740.7401,1215.5,1838.8555
11/4/05,44.01,730.3239,1214.89,1839.1583
11/7/05,44.12,725.4333,1216.27,1843.2708
11/8/05,43.97,725.7007,1220.4399,1837.7958
11/9/05,43.98,720.6226,1216.8199,1841.0011
11/10/05,44.07,708.0596,1221.03,1856.9
11/11/05,44.27,709.1924,1221.03,1862.5585
11/14/05,44.45,710.1252,1218.5699,1861.2479
11/15/05,44.51,702.5567,1220.9399,1854.2782
11/16/05,45.02,714.917,1224.85,1857.9712
11/17/05,44.99,703.8498,1226.88,1875.4923
11/18/05,45.05,698.1793,1224.66,1883.9924
11/21/05,45.01,699.8414,1227.54,1893.9316
11/22/05,44.82,708.702,1230.03,1903.6565
11/23/05,44.98,704.3549,1227.67,1910.3937
11/24/05,45.17,704.3549,1227.67,1910.3937
11/25/05,45.4,702.8358,1230.2,1914.4048
11/28/05,45.71,691.948,1231.79,1898.3695
11/29/05,45.84,687.8838,1227.6899,1898.741
11/30/05,46.28,701.6571,1226.4,1887.2839
12/1/05,47.18,717.6841,1224.9,1910.2321
12/2/05,47.38,732.5701,1225.2,1910.8563
12/5/05,47.71,735.7961,1223.51,1906.4215
12/6/05,47.54,731.4663,1227.67,1908.8876
12/7/05,48.14,728.2037,1226.7,1899.6926
12/8/05,48.54,751.0617,1230.26,1897.5714
12/9/05,48.47,736.7496,1226.4399,1902.9182
12/12/05,48.24,754.1111,1226.27,1904.5914
12/13/05,48.5,762.4767,1227.65,1915.2972
12/14/05,47.83,753.0452,1232.45,1923.4349
12/15/05,47.67,738.9077,1231.79,1920.8478
12/16/05,48.13,723.5502,1233.1801,1915.4015
12/19/05,48.07,719.516,1233.73,1904.2139
12/20/05,47.86,720.19,1232.66,1903.8136
12/21/05,47.96,725.6717,1231.73,1908.6455
12/22/05,47.92,714.3676,1234.71,1917.1575
12/23/05,47.88,708.9923,1237.79,1918.2543
12/27/05,47.62,694.9246,1240.49,1899.9259
12/28/05,47.73,711.1761,1238.85,1902.7368
12/29/05,47.49,711.8004,1238.91,1897.1968
12/30/05,47.35,719.44,1238.0601,1887.9409
1/3/06,47.13,730.2017,1240.17,1918.9586
1/4/06,47.5,730.8268,1241.65,1926.3875
1/5/06,47.12,720.0756,1242.0699,1926.4388
1/6/06,47.42,729.7565,1241.3,1945.0146
1/9/06,47.7,720.8692,1242.09,1952.1285
1/10/06,47.73,717.6808,1239.1899,1951.5297
1/11/06,47.9,716.8943,1237.72,1958.557
1/12/06,48.05,715.1201,1240.91,1946.2813
1/13/06,48.53,715.7062,1244.4399,1948.6375
1/16/06,48.68,715.7062,1244.4399,1948.6375
1/17/06,48.83,736.2809,1245.63,1941.5685
1/18/06,49,726.0586,1245.39,1934.2086
1/19/06,49.18,735.4591,1243.6899,1944.9845
1/20/06,49.12,749.0414,1245.08,1909.3459
1/23/06,49.8,742.1392,1245.85,1912.9139
1/24/06,50.3,736.54,1244.33,1917.5376
1/25/06,51.07,726.708,1239.66,1914.277
1/26/06,51,728.3986,1237.3,1928.1742
1/27/06,50.71,739.8142,1238.49,1943.344
1/30/06,50.69,752.3654,1237.61,1945.6619
1/31/06,50.73,747.8363,1238.13,1937.9294
2/1/06,51.41,733.7185,1235.92,1941.7513
2/2/06,52.07,718.7596,1236.27,1924.673
2/3/06,51.84,726.1109,1237.87,1914.5017
2/6/06,51.75,718.3028,1238.0699,1916.0361
2/7/06,50.9,699.626,1237.29,1900.5806
2/8/06,50.86,694.5228,1236,1917.8406
2/9/06,51.17,693.0294,1237.14,1915.0995
2/10/06,49.93,680.9666,1235.3101,1920.0001
2/13/06,49.31,674.0888,1235.73,1914.0153
2/14/06,49.88,664.0549,1234.3101,1933.4592
2/15/06,48.91,653.1993,1235.1801,1940.6846
2/16/06,48.87,659.6242,1236.14,1955.0599
2/17/06,48.96,670.4436,1239.7,1951.8329
2/20/06,49.34,670.4436,1239.7,1951.8329
2/21/06,49.87,684.8344,1239.03,1945.4467
2/22/06,49.94,669.8174,1241.01,1960.2587
2/23/06,49.2,668.9878,1239.51,1953.368
2/24/06,49.71,682.9614,1240.05,1956.1355
2/27/06,49.11,663.7031,1239.48,1963.5835
2/28/06,49.75,669.9453,1242.24,1943.1876
3/1/06,49.56,673.9902,1239.76,1959.7649
3/2/06,50.27,687.9667,1236.83,1956.6024
3/3/06,50.3,692.2169,1234.6801,1953.7426
3/6/06,49.95,676.7735,1231.96,1940.2042
3/7/06,49.27,667.4742,1232.01,1936.6841
3/8/06,48.92,657.5996,1232.28,1941.1721
