DATE,SPXT,BOND,FTSE
3/9/07,2170.6177,1310.39,60.93
3/12/07,2176.5012,1312.75,61.82
3/13/07,2132.7603,1316.2,61.3
3/14/07,2147.1799,1314.61,61.27
3/15/07,2155.1826,1314.16,61.9
3/16/07,2146.9316,1313.67,62.1
3/19/07,2170.3264,1313.1801,62.15
3/20/07,2184.0974,1314.39,62.08
3/21/07,2221.4595,1317,61.77
3/22/07,2220.6763,1313.38,62.02
3/23/07,2223.116,1311.95,61.3
3/26/07,2225.2578,1313.73,60.97
3/27/07,2211.5166,1312.78,60.71
3/28/07,2194.3833,1312.35,60.95
3/29/07,2202.6831,1311.72,61.24
3/30/07,2200.1199,1311.13,61.05
4/2/07,2205.8511,1311.6899,61.24
4/3/07,2226.7583,1310.9301,61.69
4/4/07,2229.2549,1311.78,62.18
4/5/07,2236.7114,1310.88,62.13
4/9/07,2238.0327,1307.6,62.1
4/10/07,2243.9329,1308.98,61.99
4/11/07,2229.4409,1308.64,61.47
4/12/07,2243.303,1308.76,60.92
4/13/07,2251.1243,1307.61,61.15
4/16/07,2275.3533,1309.59,61.36
4/17/07,2280.0132,1312.75,61.65
4/18/07,2281.6121,1314.91,61.21
4/19/07,2278.9126,1314.42,60.82
4/20/07,2300.0842,1314.47,61.37
4/23/07,2294.8247,1316.21,61.68
4/24/07,2294.0168,1317.86,61.25
4/25/07,2317.4956,1316.5601,61.25
4/26/07,2315.9084,1314.28,60.74
4/27/07,2315.7026,1313.61,61.4
4/30/07,2297.575,1318.2,61.61
5/1/07,2303.6758,1317.5601,61.73
5/2/07,2318.8389,1317.5601,61.77
5/3/07,2329.5442,1315.9399,62.04
5/4/07,2334.6057,1318.27,62.45
5/7/07,2340.6768,1319.17,62.42
5/8/07,2338.136,1319.3199,62.39
5/9/07,2346.3025,1317.08,62.06
5/10/07,2313.938,1318.45,61.85
5/11/07,2336.4841,1317.15,62.3
5/14/07,2332.4329,1316.77,61.92
5/15/07,2329.6069,1315.73,62.33
5/16/07,2350.4026,1316.3101,61.9
5/17/07,2348.4397,1313.79,61.22
5/18/07,2363.9717,1311.15,61.7
5/21/07,2367.625,1312.8,62.07
5/22/07,2366.0984,1310.6,61.54
5/23/07,2363.2864,1309.09,61.18
5/24/07,2340.6396,1309.28,60.56
5/25/07,2353.4231,1309.1,61.27
5/29/07,2357.3918,1308.55,61.34
5/30/07,2377.0867,1308.72,61.26
5/31/07,2377.749,1308.21,61.62
6/1/07,2386.6292,1304.59,61.98
6/4/07,2391.1326,1306.59,62.5
6/5/07,2378.4385,1303.92,62.18
6/6/07,2357.9526,1304.1899,61.73
6/7/07,2316.625,1296.71,61.19
6/8/07,2342.9783,1295.9399,60.55
6/11/07,2345.2729,1295.71,61.06
6/12/07,2320.2153,1288.66,60.61
6/13/07,2356.0212,1291.79,60.51
6/14/07,2367.5198,1291.5699,61.27
6/15/07,2382.9661,1295.3199,61.52
6/18/07,2380.0879,1297.58,61.25
6/19/07,2384.2546,1301.24,60.49
6/20/07,2351.8662,1298.21,60.84
6/21/07,2366.9236,1295.63,60.57
6/22/07,2336.4072,1297.5699,60.64
6/25/07,2328.9128,1301.5601,61.41
6/26/07,2321.4614,1300.11,60.59
6/27/07,2342.8413,1301.9,60.74
6/28/07,2341.9026,1299.39,61.02
6/29/07,2338.2468,1304.34,60.99
7/2/07,2363.2776,1306.5699,61.46
7/3/07,2372.2207,1303.99,61.45
7/4/07,2372.2207,1303.99,61.76
7/5/07,2373.0676,1298.66,62
7/6/07,2381.5898,1295.97,62.16
7/9/07,2383.8044,1298.61,62.17
7/10/07,2349.9829,1305.17,61.99
7/11/07,2363.7168,1302.8199,62.41
7/12/07,2408.7859,1300.91,62.42
7/13/07,2416.282,1301.78,62.59
7/16/07,2411.6526,1305.5601,62.03
7/17/07,2411.4109,1303.13,61.88
7/18/07,2406.6934,1306.95,62.4
7/19/07,2417.5,1305.9301,62.79
7/20/07,2387.9622,1309.25,63.18
7/23/07,2399.6379,1308.95,62.63
7/24/07,2352.1172,1309.33,62.66
7/25/07,2363.1191,1310.97,62.25
7/26/07,2307.9773,1315.92,62.02
7/27/07,2271.4106,1314.59,62
7/30/07,2294.7483,1313.1,61.76
7/31/07,2265.7498,1315.22,62.49
8/1/07,2282.2976,1315.84,62.19
8/2/07,2292.7925,1316.95,62.44
8/3/07,2231.9785,1320.4,62.25
8/6/07,2285.9331,1318.52,61.41
8/7/07,2300.0952,1318.61,61.77
8/8/07,2333.239,1313.9301,61.83
8/9/07,2264.5029,1316.6,61.49
8/10/07,2265.3582,1316.52,61.06
8/13/07,2264.5754,1316.9399,61.51
8/14/07,2223.7051,1318.8199,61.47
8/15/07,2193.3953,1318.46,61.22
8/16/07,2200.6116,1323.53,59.94
8/17/07,2254.6838,1322.04,60.44
8/20/07,2254.0732,1324.4301,60.57
8/21/07,2256.5247,1327.22,60.52
8/22/07,2283.085,1325.76,61.12
8/23/07,2280.6777,1326.55,61.69
8/24/07,2307.2231,1326.8,62.26
8/27/07,2287.6201,1329.95,62.46
8/28/07,2234.0249,1333.23,62.27
8/29/07,2283.5813,1331.25,62.65
8/30/07,2274.1643,1333.86,63.02
8/31/07,2299.7136,1331.34,62.95
9/3/07,2299.7136,1331.34,62.82
9/4/07,2323.8252,1331.27,63.26
9/5/07,2298.1626,1337.46,63.33
9/6/07,2308.3452,1336.21,63.3
9/7/07,2269.324,1345.29,63.48
9/10/07,2266.5095,1348.12,63.93
9/11/07,2297.4121,1345.01,64.67
9/12/07,2298.1375,1342.1801,64.82
9/13/07,2317.6274,1338.33,65.08
9/14/07,2318.1074,1339.6801,65.24
9/17/07,2306.2512,1339.99,65.79
9/18/07,2373.6338,1342.95,65.84
9/19/07,2388.1506,1342.6801,65.63
9/20/07,2372.6133,1333.8199,66.17
9/21/07,2383.5544,1336.79,66.29
9/24/07,2371.0344,1337.52,66.37
9/25/07,2370.2646,1338.12,66.04
9/26/07,2383.5273,1338.39,66.63
9/27/07,2392.9226,1342.02,67.32
9/28/07,2385.7202,1341.4399,66.94
10/1/07,2417.4438,1342.84,67.12
10/2/07,2416.8259,1344.92,66.23
10/3/07,2406.3047,1344.98,66.73
10/4/07,2411.4136,1346.73,66.92
10/5/07,2435.1624,1340.04,66.84
10/8/07,2427.3291,1340.04,66.2
10/9/07,2447.0276,1340.5601,66.77
10/10/07,2443.0208,1340.8199,67.27
10/11/07,2430.5454,1341.27,67.83
10/12/07,2442.1216,1339.63,67.57
10/15/07,2421.6743,1340.99,67.67
10/16/07,2405.7615,1342,67.23
10/17/07,2410.217,1348.23,66.86
10/18/07,2408.4644,1350.98,67.27
10/19/07,2346.7754,1356.28,67.38
10/22/07,2355.7373,1356.1,67.08
10/23/07,2376.4749,1356.8101,66.96
10/24/07,2370.7078,1361.4399,66.72
10/25/07,2368.4292,1360.38,67.26
10/26/07,2401.0742,1358.04,67.64
10/29/07,2410.3318,1359.23,68.24
10/30/07,2394.8101,1358.84,67.38
10/31/07,2423.6694,1353.49,68.08
11/1/07,2360.2083,1359.49,67.19
11/2/07,2362.21,1362.8,67.73
11/5/07,2350.6924,1359.64,67.82
11/6/07,2379.0515,1357.0601,68.73
11/7/07,2310.4119,1357.5699,68.34
11/8/07,2309.1838,1359.4,67.77
11/9/07,2276.259,1361.78,68.07
11/12/07,2253.5313,1361.78,67.5
11/13/07,2319.856,1360.4,67.22
11/14/07,2304.0574,1360.71,68.35
11/15/07,2273.7258,1365.95,68.11
11/16/07,2285.6724,1365.3,68.03
11/19/07,2245.8145,1368.86,67.62
11/20/07,2256.0151,1367.54,68.65
11/21/07,2220.2068,1370.59,68.53
11/22/07,2220.2068,1370.59,68.53
11/23/07,2257.9536,1372.65,69.39
11/26/07,2205.4856,1382.9399,69.44
11/27/07,2238.5193,1376.64,68.95
11/28/07,2303.1692,1374.2,69.01
11/29/07,2304.4258,1377.9399,69.12
11/30/07,2322.344,1377.83,68.68
12/3/07,2308.7393,1382.09,68.52
12/4/07,2293.6545,1381.78,68.93
12/5/07,2329.7136,1380.64,68.82
12/6/07,2364.9734,1374.92,68.98
12/7/07,2360.7866,1366.74,69.31
12/10/07,2378.6025,1365.78,69.42
12/11/07,2318.5146,1375.87,69.71
12/12/07,2332.8506,1372.36,70.87
12/13/07,2335.7913,1368.1801,70.51
12/14/07,2303.7881,1364.59,70.74
12/17/07,2269.238,1367.4,70.51
12/18/07,2283.4988,1373.13,70.11
12/19/07,2280.4692,1376.46,70.52
12/20/07,2292.2339,1379.34,70.5
12/21/07,2330.8118,1371.42,70.98
12/24/07,2349.6626,1368.96,71.08
12/26/07,2351.6016,1365.4399,72.04
12/27/07,2318.7229,1370.08,71.87
12/28/07,2322.1084,1377.34,71.35
12/31/07,2306.2324,1381.7,71.44
1/2/08,2273.4058,1390.65,72.57
1/3/08,2273.4138,1390.52,72.99
1/4/08,2217.5916,1394.34,72.64
1/7/08,2224.7607,1396.0699,71.77
1/8/08,2184.6665,1395.53,72.46
1/9/08,2214.6021,1397.23,72.15
1/10/08,2232.2449,1392.51,71.96
1/11/08,2202.0266,1398.08,72.78
1/14/08,2225.9758,1399.63,73.13
1/15/08,2170.5105,1403.67,73.17
1/16/08,2158.5752,1401.99,72.43
1/17/08,2095.8611,1405.4,72.6
1/18/08,2083.2368,1404.96,72.41
1/21/08,2083.2368,1404.96,72.54
1/22/08,2060.1494,1412.73,71.72
1/23/08,2104.3735,1415.91,70.41
1/24/08,2125.6047,1402.72,71.58
1/25/08,2091.884,1407.37,72.23
1/28/08,2128.6384,1408.55,72.88
1/29/08,2141.8501,1405.16,72.86
1/30/08,2131.7847,1401.52,73.02
1/31/08,2167.9009,1404.91,72.89
2/1/08,2194.4272,1407.79,72.74
2/4/08,2171.5142,1406.16,73.55
2/5/08,2102.2339,1409.3101,73.23
2/6/08,2087.0498,1407.13,73.31
2/7/08,2104.0208,1400.02,73.83
2/8/08,2095.2119,1403.23,74.96
2/11/08,2107.6528,1405.17,74.86
2/12/08,2123.0596,1401,74.25
2/13/08,2152.7639,1400.12,74.54
2/14/08,2123.9407,1392.29,75.63
2/15/08,2125.854,1393.08,75.66
2/18/08,2125.854,1393.08,75.63
2/19/08,2124.1189,1385.53,76.98
2/20/08,2141.9539,1383.1899,76.99
2/21/08,2115.126,1392.91,77.31
2/22/08,2132.0212,1390.47,77.71
2/25/08,2161.5115,1383.6899,78.6
2/26/08,2176.4758,1387.88,79.75
2/27/08,2175.0012,1390.42,79.98
2/28/08,2155.8052,1398.3,80.48
2/29/08,2097.4751,1406.86,80.23
3/3/08,2098.6387,1405.26,81.08
3/4/08,2091.4224,1398.86,79.72
3/5/08,2103.4216,1389.95,80.88
3/6/08,2057.4419,1386.73,79.81
3/7/08,2040.1742,1391.63,78.55
3/10/08,2008.7124,1395.28,78.98
3/11/08,2083.363,1388.99,79.57
3/12/08,2065.2102,1400.01,79.92
3/13/08,2075.8833,1396.03,80.43
3/14/08,2032.7853,1401.33,79.26
3/17/08,2014.8756,1411.5,76.46
3/18/08,2100.3774,1405.11,77.48
3/19/08,2049.395,1412.8199,74.41
3/20/08,2098.4626,1414.84,72.79
3/24/08,2130.6226,1405.24,73.93
3/25/08,2135.5415,1408.3199,75.5
3/26/08,2116.925,1408.1,76.43
3/27/08,2093.1108,1404.98,76.67
3/28/08,2076.5559,1408.92,75.57
3/31/08,2088.4182,1411.66,74.13
4/1/08,2163.3833,1405.1801,73.57
4/2/08,2159.6331,1402.3199,74.93
4/3/08,2162.458,1403.79,74.87
4/4/08,2164.2112,1413.01,75.47
4/7/08,2167.6055,1410.52,75.93
4/8/08,2157.2788,1410.35,75.58
4/9/08,2139.9932,1415.5,77.67
4/10/08,2149.6694,1411.59,77.55
4/11/08,2106.0132,1415.37,76.89
4/14/08,2098.915,1413.27,77.4
4/15/08,2108.5908,1408.6899,77.98
4/16/08,2156.6729,1400.4399,78.32
4/17/08,2158.0767,1398.99,78.1
4/18/08,2197.2354,1401.29,78.36
4/21/08,2193.8721,1405.41,77.77
4/22/08,2174.5901,1406.1899,78.81
4/23/08,2180.9099,1405.4399,78.59
4/24/08,2194.9636,1398.96,77.63
4/25/08,2209.2512,1397.87,77.78
4/28/08,2207.0171,1401.6899,77.8
4/29/08,2198.4976,1403.84,76.7
4/30/08,2190.1306,1408.71,76.58
5/1/08,2228.0925,1410.54,75.3
5/2/08,2235.2991,1407.02,76.58
5/5/08,2225.3682,1407.6,77.31
5/6/08,2242.4734,1405.41,77.51
5/7/08,2202.7698,1407.62,78.08
5/8/08,2210.9517,1412.12,78.15
5/9/08,2196.5374,1412.49,79.04
5/12/08,2220.8113,1411.73,78.56
5/13/08,2220.4619,1402.87,78.98
5/14/08,2229.7444,1401.38,78.55
5/15/08,2253.7632,1409.8199,78.4
5/16/08,2256.6348,1410.24,78.94
5/19/08,2258.7402,1412.67,78.26
5/20/08,2237.7869,1416.38,78.88
5/21/08,2202.0205,1412.77,79.91
5/22/08,2208.1978,1405.42,79.69
5/23/08,2179.0537,1410.58,80.25
5/27/08,2193.9778,1404.74,79.6
5/28/08,2203.1023,1399.01,79.91
5/29/08,2215.1172,1394.49,78.25
5/30/08,2218.4985,1398.38,78.95
6/2/08,2195.2688,1402.98,79.3
6/3/08,2182.646,1406.98,79.3
6/4/08,2183.0095,1403.6,79.27
6/5/08,2225.7422,1398,80.73
6/6/08,2157.2363,1402.59,82.36
6/9/08,2159.0283,1396.17,82.01
6/10/08,2153.7693,1387.26,81.48
6/11/08,2117.8369,1391.24,83
6/12/08,2124.937,1382.45,83.33
6/13/08,2156.9607,1379.47,83.17
6/16/08,2157.1396,1380.4,83.26
6/17/08,2142.5515,1383.87,83.55
6/18/08,2121.7764,1390.51,83.86
6/19/08,2130.3027,1387.48,83.01
6/20/08,2090.8147,1390.39,83.08
6/23/08,2090.9355,1387.0601,83.12
6/24/08,2085.0769,1390.14,82.78
6/25/08,2097.3647,1389.9399,82.75
6/26/08,2036.4005,1393.91,83.95
6/27/08,2028.8909,1396.35,84.4
6/30/08,2031.4713,1397.25,84.48
7/1/08,2039.6556,1395.48,84.82
7/2/08,2002.6431,1396.91,85.78
7/3/08,2004.8674,1395.65,86.17
7/4/08,2004.8674,1395.65,86.13
7/7/08,1988.0887,1397.72,84.66
7/8/08,2022.8264,1403.3,82.84
7/9/08,1976.9652,1407.87,83.04
7/10/08,1990.7832,1408.26,84.27
7/11/08,1968.863,1400.51,84.41
7/14/08,1951.0844,1405.4301,83.89
7/15/08,1929.8469,1406.78,82.37
7/16/08,1978.4692,1399.05,82.12
7/17/08,2002.3037,1389.13,80.61
7/18/08,2002.8839,1384.35,79.52
7/21/08,2001.8552,1386.12,78.93
7/22/08,2028.9054,1383.8101,78.27
7/23/08,2037.1509,1382.79,77.04
7/24/08,1990.0861,1393.58,76.59
7/25/08,1998.4059,1385.95,76.32
7/28/08,1961.2305,1393.59,76.74
7/29/08,2007.213,1391.3101,76.2
7/30/08,2040.8074,1392.42,76.79
7/31/08,2014.3944,1396.11,76.25
8/1/08,2003.1619,1397.3101,75.57
8/4/08,1985.2329,1395.02,73.68
8/5/08,2042.4441,1393.23,72.72
8/6/08,2050.2292,1388.9301,71.96
8/7/08,2013.6552,1396.63,72.17
8/8/08,2061.7727,1396.9,70.55
8/11/08,2076.5906,1392.8101,70.41
8/12/08,2051.6621,1397.84,70.34
8/13/08,2046.3473,1395.3101,71.88
8/14/08,2057.7219,1398,71.37
8/15/08,2066.3557,1401.12,70.38
8/18/08,2035.2986,1402.91,70.42
8/19/08,2016.5171,1401.84,70.34
8/20/08,2029.151,1407.7,70.46
8/21/08,2034.347,1403.86,70.63
8/22/08,2057.6379,1402.13,70.45
8/25/08,2017.2668,1407.27,70.6
8/26/08,2024.7241,1408.17,70.59
8/27/08,2041.2373,1410.03,70.55
8/28/08,2071.8618,1409.71,70.48
8/29/08,2043.532,1409.36,70.5
9/1/08,2043.532,1409.36,70.48
9/2/08,2035.2373,1413.59,70.49
9/3/08,2032.1272,1416.4399,70.4
9/4/08,1971.3694,1420.3,70.3
9/5/08,1980.1831,1418.02,70.09
9/8/08,2021.1289,1429.46,70.16
9/9/08,1952.1376,1430.25,70.13
9/10/08,1964.2483,1428.13,70.2
9/11/08,1992.0012,1428.12,70.36
9/12/08,1996.2545,1421.9301,70.29
9/15/08,1902.174,1429.27,70
9/16/08,1935.4895,1423.9,69.86
9/17/08,1844.306,1420.83,69.76
9/18/08,1924.8495,1415.8199,69.76
9/19/08,2002.3217,1405.88,69.73
9/22/08,1925.8547,1404.42,69.85
9/23/08,1895.7811,1402.26,69.97
9/24/08,1892.051,1404.66,70.02
9/25/08,1929.2441,1399.15,69.97
9/26/08,1935.7867,1397.0601,69.94
9/29/08,1765.7235,1408.09,69.86
9/30/08,1861.4384,1390.4301,69.55
10/1/08,1853.2638,1393.52,69.44
10/2/08,1778.8966,1397.63,69.46
10/3/08,1754.9069,1399.24,69.47
10/6/08,1687.3351,1409.05,69.46
10/7/08,1590.5129,1403.11,69.51
10/8/08,1573.342,1390.25,69.77
10/9/08,1453.5186,1378.08,69.89
10/10/08,1436.5621,1371.6,69.66
10/13/08,1602.9282,1371.6,69.62
10/14/08,1594.4141,1364.11,69.74
10/15/08,1450.5044,1362.75,69.76
10/16/08,1512.2063,1365.1801,69.51
10/17/08,1502.8376,1363.05,69.42
10/20/08,1574.4999,1369.12,69.28
10/21/08,1526.0195,1380.97,69.36
10/22/08,1433.2214,1382.76,69.49
10/23/08,1451.3734,1384.9399,69.64
10/24/08,1401.2906,1372.79,69.7
10/27/08,1356.78,1367.15,69.58
10/28/08,1503.1583,1361.23,69.62
10/29/08,1486.7277,1360.75,69.36
10/30/08,1525.3654,1359.63,69.69
10/31/08,1548.8136,1357.61,69.51
11/3/08,1544.9133,1362.97,69.49
11/4/08,1607.9967,1376.42,69.25
11/5/08,1524.2141,1383.17,69.7
11/6/08,1448.0089,1381.83,69.82
11/7/08,1490.307,1378.6,69.76
11/10/08,1471.6421,1382.55,69.53
11/11/08,1439.2161,1382.55,69.65
11/12/08,1365.1488,1387.35,69.77
11/13/08,1459.8174,1378.83,69.4
11/14/08,1399.1956,1380.23,69.72
11/17/08,1363.1373,1380.46,69.61
11/18/08,1376.8146,1380.95,69.6
11/19/08,1292.756,1382.04,69.51
11/20/08,1206.0388,1384.51,69.97
11/21/08,1282.59,1384.74,70.05
11/24/08,1365.6342,1382.24,69.87
11/25/08,1374.7892,1399.42,70.27
11/26/08,1423.9044,1401.38,69.95
11/27/08,1423.9044,1401.38,69.93
11/28/08,1437.6792,1401.8,70.05
12/1/08,1309.3921,1408.88,70.14
12/2/08,1361.7888,1410.8,70.27
12/3/08,1397.7164,1411.53,70.29
12/4/08,1356.8121,1418.14,70.59
12/5/08,1406.3629,1414.75,70.86
12/8/08,1460.6028,1414.4,70.9
12/9/08,1426.88,1420.3101,70.97
12/10/08,1443.9998,1423.39,71.06
12/11/08,1403.1964,1426.6,70.92
12/12/08,1413.071,1427.85,70.96
12/15/08,1395.2106,1430.27,71.09
12/16/08,1466.8744,1438.46,71.09
12/17/08,1452.8756,1447.3101,71.41
12/18/08,1422.1859,1453.21,71.5
12/19/08,1426.3876,1452.02,71.27
12/22/08,1400.4174,1451.29,71.45
12/23/08,1387.0786,1450.1899,71.37
12/24/08,1395.7551,1450.3199,71.88
12/26/08,1403.2227,1452.9301,71.74
12/29/08,1398.2512,1455.4301,71.84
12/30/08,1432.652,1458.05,71.95
12/31/08,1452.9764,1454.1,71.5
1/2/09,1499.1661,1446.47,71.3
1/5/09,1492.2069,1447.27,70.86
1/6/09,1503.8662,1451.85,70.65
1/7/09,1459.5778,1455.7,70.9
1/8/09,1464.6014,1457.4399,71.15
1/9/09,1433.4121,1459.4301,71.35
1/12/09,1401.069,1463.38,71.49
1/13/09,1403.6272,1462.02,71.42
1/14/09,1356.7886,1464.02,71.51
1/15/09,1358.6404,1462.65,71.69
1/16/09,1368.9186,1459.33,72.09
1/19/09,1368.9186,1459.33,72.13
1/20/09,1296.6328,1457.03,72.37
1/21/09,1353.3276,1448.6801,72.62
1/22/09,1332.8403,1447.9301,72.74
1/23/09,1340.0182,1447.08,72.74
1/26/09,1347.4675,1447.8199,72.78
1/27/09,1362.1842,1453.5601,73.03
1/28/09,1408.0721,1449.0699,72.88
1/29/09,1361.5354,1442.05,72.88
1/30/09,1330.5103,1441.27,73.19
2/2/09,1329.8129,1447.27,73.07
2/3/09,1350.8848,1442.05,72.87
2/4/09,1341.7654,1438.83,72.88
2/5/09,1363.8156,1439.71,73.05
2/6/09,1401.0614,1436.98,73.22
2/9/09,1403.1941,1437.73,73.1
2/10/09,1334.3033,1447.54,73.52
2/11/09,1345.5001,1451.27,73.63
2/12/09,1348.1508,1453.2,73.7
2/13/09,1334.8325,1445.67,73.67
2/16/09,1334.8325,1445.67,73.74
2/17/09,1274.2563,1454.4301,74.27
2/18/09,1273.2941,1449.51,74.4
2/19/09,1258.8168,1443.26,74.07
2/20/09,1244.717,1445.78,74.39
2/23/09,1201.5609,1444.99,74.49
2/24/09,1249.76,1443.48,73.99
2/25/09,1236.7424,1437.09,73.67
2/26/09,1217.4908,1436.25,72.78
2/27/09,1188.8405,1435.83,73.08
3/2/09,1133.4312,1440.85,73.19
3/3/09,1126.1763,1439.47,72.77
3/4/09,1153.3495,1435.36,72.69
3/5/09,1104.3759,1442.25,73.06
3/6/09,1105.9978,1440.78,73.25
3/9/09,1095.0358,1436.8199,72.79
3/10/09,1164.8308,1434.72,72.69
3/11/09,1168.0736,1437.4301,73.18
3/12/09,1215.8687,1438.91,72.83
3/13/09,1225.3157,1438.91,73.11
3/16/09,1221.0332,1436.9399,73.23
3/17/09,1260.2911,1434.84,72.89
3/18/09,1286.6216,1453.99,72.38
3/19/09,1269.925,1452.35,73.35
3/20/09,1244.8547,1451.05,73.47
3/23/09,1333.2072,1450.73,73.24
3/24/09,1306.0284,1452.51,72.51
3/25/09,1318.6106,1449.3199,72.79
3/26/09,1349.3732,1452.33,73.08
3/27/09,1322.1868,1452.38,73
3/30/09,1276.2246,1454.0699,72.95
3/31/09,1292.9772,1455.79,73
4/1/09,1314.6311,1457.52,73.17
4/2/09,1352.4741,1455.29,72.75
4/3/09,1365.6626,1449.8199,72.56
4/6/09,1354.3599,1449.98,72.11
4/7/09,1322.9124,1452.3101,72.61
4/8/09,1338.5325,1456.15,72.82
4/9/09,1389.4867,1454.04,72.97
4/13/09,1393.1255,1460.02,73.76
4/14/09,1365.204,1464.2,73.97
4/15/09,1382.36,1466.25,74.49
4/16/09,1403.89,1464.1801,74.05
4/17/09,1410.85,1459.6801,74.3
4/20/09,1350.52,1464.6,73.47
4/21/09,1379.22,1461.9301,73.38
4/22/09,1368.92,1459.5699,73.51
4/23/09,1382.52,1462.03,73.27
4/24/09,1405.74,1460.6801,73.57
4/27/09,1391.58,1465.35,72.62
4/28/09,1387.8199,1462.39,71.25
4/29/09,1417.99,1460.4,72.62
4/30/09,1416.73,1462.75,73.09
5/1/09,1424.41,1460.9,74.08
5/4/09,1472.64,1462.8199,74.68
5/5/09,1467.25,1464.59,74.75
5/6/09,1493.3101,1466.67,75.79
5/7/09,1473.66,1463.37,75.79
5/8/09,1509.14,1464.67,75.25
5/11/09,1477.2,1470.99,74.9
5/12/09,1475.83,1472,75.31
5/13/09,1436.74,1475.1801,74.79
5/14/09,1451.79,1474.5699,75.03
5/15/09,1435.48,1475.24,75.25
5/18/09,1479.24,1472.04,75.91
5/19/09,1476.9399,1474.1,76.53
5/20/09,1469.47,1479.27,76.67
5/21/09,1445.28,1473.27,76.29
5/22/09,1443.14,1470.29,77.23
5/26/09,1481.1,1467.84,78.02
5/27/09,1453.28,1459.17,77.81
5/28/09,1475.9399,1459.45,78.03
5/29/09,1495.97,1473.36,79.51
6/1/09,1534.65,1463.14,81.22
6/2/09,1537.6899,1468.23,80.95
6/3/09,1516.88,1473.11,79.22
6/4/09,1534.59,1465.36,81.3
6/5/09,1530.8199,1454.46,80.77
6/8/09,1529.59,1450.84,80.28
6/9/09,1535.03,1454.78,81.74
6/10/09,1529.76,1451.1899,81.91
6/11/09,1539.5,1455.62,83.45
6/12/09,1541.7,1460.67,82.21
6/15/09,1505.0601,1465.99,79.22
6/16/09,1485.92,1469.16,79.26
6/17/09,1483.9,1472.8199,79.38
6/18/09,1496.59,1461.71,79.72
6/19/09,1501.25,1465.97,79.14
6/22/09,1455.54,1471.87,76.58
6/23/09,1458.92,1473.91,77.87
6/24/09,1468.48,1472.1,79.34
6/25/09,1499.98,1479.8199,80.13
6/26/09,1498.08,1481.5699,79.62
6/29/09,1511.7,1482.1899,79.73
6/30/09,1498.9399,1481.74,78.61
7/1/09,1505.64,1482.3,80.28
7/2/09,1461.8,1486.16,79.22
7/3/09,1461.8,1486.16,79.03
7/6/09,1465.58,1486.72,77.64
7/7/09,1436.74,1489.03,76.11
7/8/09,1435.2,1497.37,73.97
7/9/09,1440.3,1491.77,74.88
7/10/09,1434.5,1499.16,74.15
7/13/09,1470.4301,1498.78,73.88
7/14/09,1478.24,1493.62,75.01
7/15/09,1522.09,1486.42,76.21
7/16/09,1535.3,1489.85,75.64
7/17/09,1534.71,1487.03,76.64
7/20/09,1552.26,1492.4301,77.37
7/21/09,1557.91,1499.65,76.99
7/22/09,1557.37,1496.52,77.72
7/23/09,1593.65,1488.79,78.61
7/24/09,1598.5,1491.72,78.79
7/27/09,1603.26,1490.55,79.16
7/28/09,1599.09,1492.41,79.05
7/29/09,1592,1493.37,78.34
7/30/09,1611.14,1496.0601,80.59
7/31/09,1612.3101,1505.64,81.85
8/3/09,1637.0601,1499.96,83.76
8/4/09,1642.03,1498.73,84.37
8/5/09,1637.8101,1494.98,85.7
8/6/09,1628.8199,1496.78,84.67
8/7/09,1650.73,1491.62,85.86
8/10/09,1645.26,1498.25,85.55
8/11/09,1624.91,1502.0601,85.05
8/12/09,1644.23,1501.45,86.28
8/13/09,1655.66,1507.52,87.31
8/14/09,1641.54,1509.98,84.93
8/17/09,1602.0601,1512.08,83.48
8/18/09,1618.6,1509.1801,84.02
8/19/09,1629.92,1511.65,84.56
8/20/09,1647.85,1514.05,84.12
8/21/09,1678.84,1507.92,85.55
8/24/09,1677.9399,1512.78,86.71
8/25/09,1681.92,1515.52,86.28
8/26/09,1682.29,1516.49,86.07
8/27/09,1687.16,1515.59,85.88
8/28/09,1684.05,1517.26,87.85
8/31/09,1670.52,1521.23,87.01
9/1/09,1633.63,1522.71,85.87
9/2/09,1628.66,1527.3,86.05
9/3/09,1642.6801,1525.6,87.27
9/4/09,1664.34,1520.6801,86.46
9/7/09,1664.34,1520.6801,86.66
9/8/09,1679.3199,1521.1801,88.13
9/9/09,1692.48,1521.5699,87.8
9/10/09,1710.14,1529.5,85.9
9/11/09,1708.1801,1530.24,84.65
9/14/09,1719.04,1527.83,84.77
9/15/09,1724.45,1526.3199,86
9/16/09,1750.91,1526.42,87.83
9/17/09,1745.8,1531.36,88.1
9/18/09,1750.4301,1527.29,86.49
9/21/09,1744.47,1527.24,86.28
9/22/09,1755.99,1529.5,87.43
9/23/09,1738.3199,1532.21,86.24
9/24/09,1722.02,1534.27,84.09
9/25/09,1711.53,1535.91,84.18
9/28/09,1742.3199,1537.85,84.63
9/29/09,1738.48,1537.8199,85.22
9/30/09,1732.86,1537.21,87.22
10/1/09,1688.24,1542.95,85.97
10/2/09,1680.7,1541.13,84.59
10/5/09,1705.73,1541.84,84.86
10/6/09,1729.14,1540.98,86.24
10/7/09,1734.74,1546.22,86.27
10/8/09,1747.7,1542.72,88.38
10/9/09,1757.6,1535.72,87.35
10/12/09,1765.3101,1535.72,88.14
10/13/09,1760.51,1541.72,87.48
10/14/09,1791.47,1537.0699,88.02
