DATE,SPXT,BOND,FTSE
8/10/04,1590.3495,1181.91,42.28
8/11/04,1586.4318,1182.87,42.25
8/12/04,1567.9471,1184.29,42.62
8/13/04,1570.4443,1186.62,42.87
8/16/04,1591.937,1185.03,42.6
8/17/04,1595.574,1187.9,42.45
8/18/04,1615.7209,1187.16,42.56
8/19/04,1609.9689,1188.22,42.9
8/20/04,1620.4724,1187.35,42.43
8/23/04,1616.6803,1185.6899,42.01
8/24/04,1617.458,1185.89,41.86
8/25/04,1630.4846,1186.77,41.52
8/26/04,1630.6831,1188.5,41.39
8/27/04,1634.8317,1188.5699,41.56
8/30/04,1622.2786,1190.95,41.42
8/31/04,1629.828,1194.03,41.45
9/1/04,1632.8185,1194.45,41.67
9/2/04,1651.1396,1191.36,41.71
9/3/04,1644.2526,1186.35,41.69
9/6/04,1644.2526,1186.35,41.74
9/7/04,1655.6475,1189.37,41.8
9/8/04,1648.5195,1193.88,41.67
9/9/04,1651.6519,1192.3199,41.92
9/10/04,1659.8357,1193.38,41.85
9/13/04,1663.0977,1194.66,42.13
9/14/04,1666.8162,1196.27,42.2
9/15/04,1655.1008,1194.8101,42.23
9/16/04,1659.7797,1199.64,42.46
9/17/04,1667.2484,1196.51,42.55
9/20/04,1657.8767,1200.3101,42.76
9/21/04,1668.3855,1200.9,43.16
9/22/04,1645.1659,1202.99,43.74
9/23/04,1637.816,1200.77,43.96
9/24/04,1640.3978,1200.41,44
9/27/04,1630.6678,1202.21,44.35
9/28/04,1640.6168,1201.59,44.17
9/29/04,1647.7893,1198.0601,44.18
9/30/04,1647.4803,1197.27,44.76
10/1/04,1672.4867,1194.2,44.64
10/4/04,1678.1039,1195.41,44.56
10/5/04,1677.0923,1195.85,44.81
10/6/04,1688.8267,1193.5601,45.18
10/7/04,1672.0767,1192.64,45.3
10/8/04,1659.5101,1198.8199,45.83
10/11/04,1662.8353,1198.8199,45.74
10/12/04,1659.072,1200.78,45.58
10/13/04,1647.1267,1202.4,44.53
10/14/04,1631.806,1205.41,44.54
10/15/04,1639.0801,1203.52,44.85
10/18/04,1647.6948,1203.9399,44.22
10/19/04,1631.7365,1204.38,44.24
10/20/04,1632.4885,1206.6899,44.49
10/21/04,1636.7603,1206.4301,44.66
10/22/04,1620.853,1207.36,44.72
10/25/04,1619.4786,1208.1801,44.2
10/26/04,1643.5698,1207.72,44.31
10/27/04,1665.0135,1203.5601,44.07
10/28/04,1668.5504,1204.34,43.48
10/29/04,1672.6486,1207.3101,44.31
11/1/04,1673.1046,1204.63,43.9
11/2/04,1673.1606,1205.64,43.69
11/3/04,1692.2238,1206.54,44.01
11/4/04,1719.6407,1206.72,44.35
11/5/04,1726.339,1200.99,44.62
11/8/04,1724.5918,1200.29,44.61
11/9/04,1724.0754,1200.17,44.41
11/10/04,1722.6681,1198.53,44.44
11/11/04,1738.3193,1198.53,44.53
11/12/04,1754.3342,1201.42,44.78
11/15/04,1753.9911,1201.8,44.37
11/16/04,1741.7178,1201.14,44.01
11/17/04,1751.5652,1204.58,44.6
11/18/04,1753.9729,1206.01,44.69
11/19/04,1734.4525,1202.46,44.96
11/22/04,1744.7068,1204.35,44.81
11/23/04,1744.3123,1203.92,44.95
11/24/04,1751.5541,1203.34,45.39
11/25/04,1751.5541,1203.34,45.29
11/26/04,1753.0922,1201.64,45.3
11/29/04,1747.3358,1198.09,45.69
11/30/04,1740.3267,1197.6801,45.42
12/1/04,1766.9032,1197.2,45.1
12/2/04,1765.3715,1195.75,44.08
12/3/04,1766.6271,1202.71,44.03
12/6/04,1765.3257,1204.97,44
12/7/04,1745.8347,1205.64,43.78
12/8/04,1754.7474,1210.04,43.18
12/9/04,1764.3501,1208.47,43.13
12/10/04,1762.5117,1208.91,42.76
12/13/04,1778.5385,1209.23,43.16
12/14/04,1785.5104,1210.16,43.18
12/15/04,1789.1426,1212.76,44.09
12/16/04,1785.5131,1207.8,44.14
12/17/04,1772.1881,1206.75,44.51
12/20/04,1772.8687,1207.25,44.82
12/21/04,1788.9293,1208.89,44.95
12/22/04,1795.6626,1208,44.61
12/23/04,1796.4939,1207.51,44.67
12/24/04,1796.4939,1207.51,44.81
12/27/04,1788.7598,1204.67,44.62
12/28/04,1801.5801,1204.71,44.74
12/29/04,1801.7102,1203.49,45.03
12/30/04,1801.9772,1206.35,45.2
12/31/04,1799.5477,1208.7,45.08
1/3/05,1784.9561,1208.95,45.01
1/4/05,1764.3025,1205.58,43.79
1/5/05,1758.0673,1205.78,43.89
1/6/05,1764.6262,1206.55,43.76
1/7/05,1762.1229,1206.26,43.85
1/10/05,1768.1661,1206.84,43.66
1/11/05,1757.5056,1208.6,44.09
1/12/05,1764.717,1209.62,44.33
1/13/05,1749.481,1212.1899,44.25
1/14/05,1759.9832,1210.55,44.44
1/17/05,1759.9832,1210.55,44.48
1/18/05,1777.0347,1211.8101,44.74
1/19/05,1760.2844,1212.55,44.71
1/20/05,1746.6105,1214.03,44.55
1/21/05,1735.4246,1215.54,45
1/24/05,1729.3304,1216.3,44.94
1/25/05,1736.25,1213.62,44.85
1/26/05,1744.7189,1213.28,45.15
1/27/05,1745.5833,1212.89,45.14
1/28/05,1740.9629,1215.7,45.18
1/31/05,1755.6842,1216.29,45.31
2/1/05,1767.787,1216.12,45.07
2/2/05,1773.6267,1216.22,44.83
2/3/05,1769.2609,1215.5,44.96
2/4/05,1788.8153,1220,44.95
2/7/05,1786.9211,1221.58,44.94
2/8/05,1788.1582,1222.09,44.97
2/9/05,1773.2756,1224.9301,44.97
2/10/05,1780.8043,1221.12,45.56
2/11/05,1793.5398,1219.8,45.41
2/14/05,1794.9807,1220.8199,45.45
2/15/05,1801.0625,1219.87,45.78
2/16/05,1801.5856,1217.5699,45.69
2/17/05,1787.4117,1216.91,46.03
2/18/05,1788.6544,1213.48,46.52
2/21/05,1788.6544,1213.48,46.42
2/22/05,1762.7568,1212.6,46.48
2/23/05,1772.7628,1213.53,46.6
2/24/05,1787.3362,1212.7,46.13
2/25/05,1804.1676,1213.04,45.82
2/28/05,1792.6307,1209.11,46.09
3/1/05,1802.7935,1208.41,45.94
3/2/05,1802.9187,1208.59,45.91
3/3/05,1803.5096,1208.45,46.29
3/4/05,1820.8805,1212.64,46.35
3/7/05,1825.7035,1213.55,46.64
3/8/05,1817.1213,1210.02,46.84
3/9/05,1798.7909,1203.42,46.87
3/10/05,1802.1971,1205.78,46.84
3/11/05,1789.0061,1202.12,46.82
3/14/05,1799.1362,1203.12,46.57
3/15/05,1785.6138,1201.86,46.64
3/16/05,1771.3489,1202.52,46.67
3/17/05,1774.5487,1204.76,46.39
3/18/05,1773.7189,1203.14,46.26
3/21/05,1764.9806,1202.2,45.59
3/22/05,1747.0305,1197.4,45.6
3/23/05,1748.2772,1196.71,44.79
3/24/05,1746.6205,1197.78,44.88
3/28/05,1750.8845,1196.4301,44.78
3/29/05,1737.9353,1198.0601,44.73
3/30/05,1762.0869,1199.87,45.27
3/31/05,1760.8868,1202.9,45.48
4/1/05,1749.4521,1205.4399,45.02
4/4/05,1754.4275,1205.45,44.91
4/5/05,1762.317,1204.72,44.88
4/6/05,1766.693,1206.47,45.19
4/7/05,1777.3517,1204.97,44.98
4/8/05,1762.517,1203.9301,44.56
4/11/05,1762.5591,1205.59,44.7
4/12/05,1772.4346,1210.13,44.31
4/13/05,1751.7714,1210.12,43.79
4/14/05,1734.2455,1210.72,43.51
4/15/05,1705.2603,1213.97,43.61
4/18/05,1710.2682,1215.4,43.29
4/19/05,1720.4281,1218.61,44.28
4/20/05,1697.7435,1218.47,44.57
4/21/05,1731.2715,1214.47,44.57
4/22/05,1719.6619,1216.75,44.76
4/25/05,1734.5575,1217.09,44.62
4/26/05,1719.0923,1216.53,44.54
4/27/05,1726.2063,1217.84,44.08
4/28/05,1707.1268,1220.9301,44.01
4/29/05,1727.4905,1219.1801,43.84
5/2/05,1735.4281,1219.84,43.88
5/3/05,1733.949,1219.3101,43.52
5/4/05,1755.9196,1220.65,43.57
5/5/05,1751.4653,1222.35,43.77
5/6/05,1749.6534,1216.87,43.95
5/9/05,1760.8684,1216.65,44.21
5/10/05,1742.0557,1219.25,44.31
5/11/05,1750.2601,1219.6801,44.04
5/12/05,1732.8928,1221.1,43.63
5/13/05,1725.1539,1222.59,43.17
5/16/05,1742.7404,1222.78,43.03
5/17/05,1755.0989,1223.0699,43.05
5/18/05,1773.0122,1225.59,43.28
5/19/05,1781.2823,1224.14,43.15
5/20/05,1778.5907,1223.51,43.15
5/23/05,1785.4583,1226.9301,43.29
5/24/05,1785.795,1228.51,43.5
5/25/05,1779.8069,1227.53,44.06
5/26/05,1791.4083,1227.55,44.36
5/27/05,1793.3427,1228.25,44.12
5/31/05,1782.4568,1232.37,44.27
6/1/05,1799.1469,1237.5699,44.39
6/2/05,1802.1868,1238.15,44.37
6/3/05,1789.827,1234.27,44.68
6/6/05,1792.1443,1235.28,44.63
6/7/05,1791.8939,1237.89,44.42
6/8/05,1788.302,1236.1801,44.18
6/9/05,1797.724,1234.9399,44.21
6/10/05,1793.5067,1230.96,44
6/13/05,1798.0674,1229.6899,44.17
6/14/05,1802.733,1228.17,44.28
6/15/05,1806.7841,1228.63,44.61
6/16/05,1813.3512,1230.8,44.66
6/17/05,1822.3521,1230.74,45.21
6/20/05,1821.0615,1230.3101,45.41
6/21/05,1817.361,1233.02,45.13
6/22/05,1817.7992,1238.1801,44.87
6/23/05,1798.4934,1237.41,44.74
6/24/05,1784.7701,1239.51,44.91
6/27/05,1783.4541,1240.5699,44.29
6/28/05,1800.0658,1237.8101,43.73
6/29/05,1797.7257,1236.87,43.77
6/30/05,1784.9873,1239.09,43.25
7/1/05,1789.8489,1234.47,43.55
7/4/05,1789.8489,1234.47,43.47
7/5/05,1805.678,1231.6,44.24
7/6/05,1791.0536,1233.49,44.45
7/7/05,1795.5458,1235.1,44.3
7/8/05,1816.5193,1232.29,44.06
7/11/05,1827.9073,1233.29,44.16
7/12/05,1832.1483,1231.51,44.5
7/13/05,1833.9781,1230.97,44.37
7/14/05,1838.7982,1230.5601,44.25
7/15/05,1840.9307,1231,44.36
7/18/05,1830.7494,1229.28,44.36
7/19/05,1843.0736,1230.73,43.72
7/20/05,1852.0231,1232.08,43.62
7/21/05,1839.7959,1226.6801,43.24
7/22/05,1849.809,1229.47,43.38
7/25/05,1842.8446,1228.62,43.46
7/26/05,1846.037,1229.0699,43.56
7/27/05,1854.7177,1228.15,43.65
7/28/05,1865.6368,1231.54,43.85
7/29/05,1851.3678,1227.8101,43.55
8/1/05,1853.1276,1226.13,43.67
8/2/05,1866.2834,1225.41,44.02
8/3/05,1868.0566,1227.41,43.61
8/4/05,1854.3003,1226.46,43.63
8/5/05,1840.1892,1222.4399,43.45
8/8/05,1835.3726,1221.46,43.63
8/9/05,1847.7609,1222.84,43.16
8/10/05,1845.1644,1223.41,43.33
8/11/05,1858.4277,1226.64,43.4
8/12/05,1847.311,1230.75,43.46
8/15/05,1852.7809,1229.16,43.07
8/16/05,1830.9846,1231.63,43.17
8/17/05,1832.817,1229.26,42.56
8/18/05,1831.0864,1232.49,42.31
8/19/05,1832.2914,1232.64,42.34
8/22/05,1835.317,1232.99,42.7
8/23/05,1829.1084,1234.24,42.78
8/24/05,1817.2183,1234.8101,43.02
8/25/05,1821.4547,1236.11,42.8
8/26/05,1810.5184,1234.4399,42.82
8/29/05,1821.5582,1235.34,43.48
8/30/05,1815.9689,1239.62,44.12
8/31/05,1834.476,1243.55,43.82
9/1/05,1836.3699,1244.8101,44.22
9/2/05,1831.0569,1244.03,44.07
9/5/05,1831.0569,1244.03,44.05
9/6/05,1854.2274,1241.62,44.01
9/7/05,1859.0022,1238.6899,43.57
9/8/05,1852.002,1238.8101,43.47
9/9/05,1866.7415,1239.7,43.26
9/12/05,1865.4518,1238.15,43.16
9/13/05,1851.8663,1239.97,42.99
9/14/05,1845.8368,1238.6899,43.2
9/15/05,1846.7643,1236.53,43.09
9/16/05,1862.1073,1233.87,42.76
9/19/05,1851.7405,1235.23,44.14
9/20/05,1837.1997,1234.91,43.9
9/21/05,1820.4907,1237.61,44.05
9/22/05,1827.5356,1238.25,44.04
9/23/05,1828.5432,1234.79,43.65
9/26/05,1829.0492,1233.05,44.43
9/27/05,1829.1287,1232.55,44.56
9/28/05,1831.3191,1234.4399,45
9/29/05,1847.6198,1233.04,45
9/30/05,1849.3341,1230.74,44.64
10/3/05,1846.1663,1228.05,44.65
10/4/05,1827.9592,1228.5699,44.75
10/5/05,1801.4021,1229.5601,44.78
10/6/05,1794.0403,1229.58,44.27
10/7/05,1800.7092,1230.13,44.48
10/10/05,1787.799,1230.13,44.49
10/11/05,1784.2239,1229.29,44.98
10/12/05,1773.6031,1226.3,44.65
10/13/05,1772.3552,1224.35,44.37
10/14/05,1787.0074,1223.5699,44.24
10/17/05,1792.3315,1224.05,44.78
10/18/05,1774.3228,1224.98,44.74
10/19/05,1801.0143,1225.92,44.52
10/20/05,1774.0223,1226.01,44.16
10/21/05,1776.7277,1229.71,43.93
10/24/05,1806.5858,1227.35,43.99
10/25/05,1802.3032,1224.05,44.93
10/26/05,1794.5582,1219.42,44.66
10/27/05,1776.0048,1221.04,44.65
10/28/05,1805.5575,1220.4399,44.53
10/31/05,1818.5043,1221,44.01
11/1/05,1812.1093,1219.98,43.58
11/2/05,1830.4313,1218.12,43.7
11/3/05,1838.8555,1215.5,43.94
11/4/05,1839.1583,1214.89,44.01
11/7/05,1843.2708,1216.27,44.12
11/8/05,1837.7958,1220.4399,43.97
11/9/05,1841.0011,1216.8199,43.98
11/10/05,1856.9,1221.03,44.07
11/11/05,1862.5585,1221.03,44.27
11/14/05,1861.2479,1218.5699,44.45
11/15/05,1854.2782,1220.9399,44.51
11/16/05,1857.9712,1224.85,45.02
11/17/05,1875.4923,1226.88,44.99
11/18/05,1883.9924,1224.66,45.05
11/21/05,1893.9316,1227.54,45.01
11/22/05,1903.6565,1230.03,44.82
11/23/05,1910.3937,1227.67,44.98
11/24/05,1910.3937,1227.67,45.17
11/25/05,1914.4048,1230.2,45.4
11/28/05,1898.3695,1231.79,45.71
11/29/05,1898.741,1227.6899,45.84
11/30/05,1887.2839,1226.4,46.28
12/1/05,1910.2321,1224.9,47.18
12/2/05,1910.8563,1225.2,47.38
12/5/05,1906.4215,1223.51,47.71
12/6/05,1908.8876,1227.67,47.54
12/7/05,1899.6926,1226.7,48.14
12/8/05,1897.5714,1230.26,48.54
12/9/05,1902.9182,1226.4399,48.47
12/12/05,1904.5914,1226.27,48.24
12/13/05,1915.2972,1227.65,48.5
12/14/05,1923.4349,1232.45,47.83
12/15/05,1920.8478,1231.79,47.67
12/16/05,1915.4015,1233.1801,48.13
12/19/05,1904.2139,1233.73,48.07
12/20/05,1903.8136,1232.66,47.86
12/21/05,1908.6455,1231.73,47.96
12/22/05,1917.1575,1234.71,47.92
12/23/05,1918.2543,1237.79,47.88
12/27/05,1899.9259,1240.49,47.62
12/28/05,1902.7368,1238.85,47.73
12/29/05,1897.1968,1238.91,47.49
12/30/05,1887.9409,1238.0601,47.35
1/3/06,1918.9586,1240.17,47.13
1/4/06,1926.3875,1241.65,47.5
1/5/06,1926.4388,1242.0699,47.12
1/6/06,1945.0146,1241.3,47.42
1/9/06,1952.1285,1242.09,47.7
1/10/06,1951.5297,1239.1899,47.73
1/11/06,1958.557,1237.72,47.9
1/12/06,1946.2813,1240.91,48.05
1/13/06,1948.6375,1244.4399,48.53
1/16/06,1948.6375,1244.4399,48.68
1/17/06,1941.5685,1245.63,48.83
1/18/06,1934.2086,1245.39,49
1/19/06,1944.9845,1243.6899,49.18
1/20/06,1909.3459,1245.08,49.12
1/23/06,1912.9139,1245.85,49.8
1/24/06,1917.5376,1244.33,50.3
1/25/06,1914.277,1239.66,51.07
1/26/06,1928.1742,1237.3,51
1/27/06,1943.344,1238.49,50.71
1/30/06,1945.6619,1237.61,50.69
1/31/06,1937.9294,1238.13,50.73
2/1/06,1941.7513,1235.92,51.41
2/2/06,1924.673,1236.27,52.07
2/3/06,1914.5017,1237.87,51.84
2/6/06,1916.0361,1238.0699,51.75
2/7/06,1900.5806,1237.29,50.9
2/8/06,1917.8406,1236,50.86
2/9/06,1915.0995,1237.14,51.17
2/10/06,1920.0001,1235.3101,49.93
2/13/06,1914.0153,1235.73,49.31
2/14/06,1933.4592,1234.3101,49.88
2/15/06,1940.6846,1235.1801,48.91
2/16/06,1955.0599,1236.14,48.87
2/17/06,1951.8329,1239.7,48.96
2/20/06,1951.8329,1239.7,49.34
2/21/06,1945.4467,1239.03,49.87
2/22/06,1960.2587,1241.01,49.94
2/23/06,1953.368,1239.51,49.2
2/24/06,1956.1355,1240.05,49.71
2/27/06,1963.5835,1239.48,49.11
2/28/06,1943.1876,1242.24,49.75
3/1/06,1959.7649,1239.76,49.56
3/2/06,1956.6024,1236.83,50.27
3/3/06,1953.7426,1234.6801,50.3
3/6/06,1940.2042,1231.96,49.95
3/7/06,1936.6841,1232.01,49.27
3/8/06,1941.1721,1232.28,48.92
3/9/06,1931.7329,1233.05,49.02
3/10/06,1945.9246,1231.91,49.37
3/13/06,1950.3856,1231.1801,49.41
3/14/06,1970.6549,1236.24,49.46
3/15/06,1979.21,1234.59,49.72
3/16/06,1982.7643,1239.54,49.64
3/17/06,1985.6879,1238.16,50.25
3/20/06,1982.4005,1239.66,50.23
3/21/06,1970.4985,1236.02,50.45
3/22/06,1982.399,1236.91,50.39
3/23/06,1977.291,1235.26,50.99
3/24/06,1979.2352,1239.02,51.18
3/27/06,1977.1871,1238.09,51.62
3/28/06,1964.4725,1233.84,51.59
3/29/06,1979.5067,1232.1,51.49
3/30/06,1975.6023,1229.61,52.22
3/31/06,1967.3755,1230.05,51.75
4/3/06,1971.9248,1229.27,52.7
4/4/06,1984.467,1230,52.19
4/5/06,1993.2141,1232.1899,52.77
4/6/06,1989.8669,1229.66,53.39
4/7/06,1969.2986,1225.88,53.11
4/10/06,1971.025,1226.1801,53.93
4/11/06,1956.1147,1228.08,54.05
4/12/06,1958.4907,1225.9301,54.45
4/13/06,1960.0062,1222.79,54.32
4/17/06,1954.2479,1225.42,54.73
4/18/06,1988.1808,1228.3199,55.82
4/19/06,1991.8417,1226.21,56.13
4/20/06,1994.2267,1225.75,55.07
4/21/06,1993.9894,1227.39,56.86
4/24/06,1989.1975,1229.55,55.95
4/25/06,1979.5085,1225.24,57.08
4/26/06,1985.2847,1223.38,57.19
4/27/06,1992.3917,1225.67,56.15
4/28/06,1993.7931,1227.8199,56.96
5/1/06,1985.5541,1224.37,57.36
5/2/06,1997.7509,1225.38,57.6
5/3/06,1989.9694,1223.45,57.12
5/4/06,1996.7408,1223.33,57.93
5/5/06,2017.3361,1225.96,58.22
5/8/06,2015.8391,1225.9,58.16
5/9/06,2016.5948,1225.79,59.35
5/10/06,2013.9872,1225.75,60.28
5/11/06,1988.5602,1224.51,61.85
5/12/06,1966.2675,1221.72,60.92
5/15/06,1971.4508,1223.91,58.68
5/16/06,1967.7904,1226.89,59.2
5/17/06,1935.184,1224.25,58.94
5/18/06,1922.324,1228.54,58.49
5/19/06,1930.2731,1229.14,56.96
5/22/06,1922.7222,1230.14,57.35
5/23/06,1914.3806,1228.87,59.52
5/24/06,1917.4775,1230.26,57.83
5/25/06,1939.5214,1228.48,58.31
5/26/06,1950.8715,1230.01,59.31
5/30/06,1920.0891,1228.5699,58.66
5/31/06,1936.4089,1226.51,57.66
6/1/06,1960.2843,1227.28,56.18
6/2/06,1964.1066,1234.79,56.98
6/5/06,1929.2343,1233.49,57.15
6/6/06,1927.1317,1234.13,56.15
6/7/06,1915.7739,1232.86,56.77
6/8/06,1918.5917,1234.71,54.73
6/9/06,1910.0055,1235.35,54.72
6/12/06,1885.8088,1235.39,54.18
6/13/06,1866.9178,1236.75,51.79
6/14/06,1876.6693,1231.5699,51.76
6/15/06,1916.5642,1228.8199,52.48
6/16/06,1909.522,1227.38,52.73
6/19/06,1892.1185,1226.91,52.12
6/20/06,1892.1309,1226.16,52.31
6/21/06,1910.6172,1226.17,52.74
6/22/06,1900.9801,1223.63,52.59
6/23/06,1899.3195,1221.6801,52.59
6/26/06,1908.5631,1221.5,53.39
6/27/06,1891.2421,1223.59,52.92
6/28/06,1901.9825,1221.76,53.23
6/29/06,1943.0848,1225.0699,54.09
6/30/06,1939.0341,1229.11,54.69
7/3/06,1954.4896,1228.9301,54.68
7/4/06,1954.4896,1228.9301,55.05
7/5/06,1940.5515,1224.76,55.35
7/6/06,1945.8972,1227.23,56.37
7/7/06,1932.7542,1230.6899,56.38
7/10/06,1935.6149,1231.38,56.52
7/11/06,1943.6589,1232.98,57.2
7/12/06,1922.6191,1233.15,57.16
7/13/06,1897.7305,1234.72,57.18
7/14/06,1888.4333,1235.4399,57.41
7/17/06,1885.8225,1235.4399,56.8
7/18/06,1889.4829,1232.04,55.95
7/19/06,1924.7372,1236.98,56.18
7/20/06,1908.4244,1239.47,55.42
7/21/06,1894.9406,1238.76,55.06
7/24/06,1926.4985,1239.37,55.21
7/25/06,1938.6754,1238.25,55.5
7/26/06,1937.9622,1240.54,55.17
7/27/06,1930.316,1240.87,55.41
7/28/06,1953.8566,1244.87,55.71
7/31/06,1950.995,1245.73,56.09
8/1/06,1942.2188,1246.41,56.56
8/2/06,1954.1796,1247.75,56.75
8/3/06,1957.4141,1248.03,56.07
8/4/06,1956.046,1251.6,56.81
8/7/06,1950.6309,1250.65,57.14
8/8/06,1944.2181,1251.29,56.92
8/9/06,1936.298,1251.16,57.37
8/10/06,1945.6102,1250.83,56.65
8/11/06,1938.1292,1248.71,56.18
8/14/06,1940.4973,1247.08,56.31
8/15/06,1967.256,1251.74,56.47
8/16/06,1982.8081,1255.75,56.89
8/17/06,1986.042,1255.83,55.89
8/18/06,1993.4297,1257.84,56.19
8/21/06,1986.1119,1259.04,56.93
8/22/06,1988.0997,1259.46,57.04
8/23/06,1979.3459,1259.22,56.74
8/24/06,1984.0886,1259.7,56.62
8/25/06,1982.806,1260.64,56.89
8/28/06,1993.059,1260.64,56.89
8/29/06,1997.2046,1261.3,56.5
8/30/06,1998.0756,1262.6,56.72
8/31/06,1997.4153,1264.8,57.48
9/1/06,2008.4663,1265.66,57.5
9/4/06,2008.4663,1265.66,57.39
9/5/06,2011.9962,1263.96,57.89
9/6/06,1992.4156,1263.0699,58.27
9/7/06,1982.9304,1263.8101,57.9
9/8/06,1990.4442,1265.35,57.12
9/11/06,1991.4944,1264.1,56.02
9/12/06,2012.3174,1265.8199,56.23
9/13/06,2020.4944,1266.33,56.09
9/14/06,2017.8579,1264.86,55.73
9/15/06,2023.3522,1264.42,54.92
9/18/06,2025.3895,1264.13,55.76
9/19/06,2021.0049,1268.5601,55.88
9/20/06,2031.5924,1269.13,55.97
9/21/06,2021.0845,1274.04,56.38
9/22/06,2016.0919,1276.71,56.65
9/25/06,2033.8713,1279.4,56.74
9/26/06,2049.2002,1277.99,56.82
9/27/06,2049.9656,1277.59,57.05
9/28/06,2053.9324,1276.23,56.87
9/29/06,2048.8887,1275.91,56.82
10/2/06,2041.9921,1277.13,56.93
10/3/06,2046.2831,1277.76,56.62
10/4/06,2071.4509,1281.03,55.75
10/5/06,2076.6309,1278.76,56.47
10/6/06,2071.054,1273.64,57
10/9/06,2072.7085,1273.64,56.76
10/10/06,2077.0081,1270.9,56.97
10/11/06,2071.8999,1268.87,57.37
10/12/06,2091.6851,1269.7,57.57
10/13/06,2095.9722,1268.65,57.62
10/16/06,2101.2649,1270.64,58.27
10/17/06,2093.5813,1271.6899,57.57
10/18/06,2096.7058,1272.62,57.53
10/19/06,2098.3213,1271.65,57.73
10/20/06,2100.8608,1271.99,57.62
10/23/06,2113.822,1270.0699,57.77
10/24/06,2114.3625,1270.26,57.79
10/25/06,2121.8345,1273.27,57.93
10/26/06,2132.3855,1276.9,57.83
10/27/06,2114.6477,1279.63,58.17
10/30/06,2115.6328,1280.28,58.2
10/31/06,2115.6538,1284.35,58.12
11/1/06,2100.3647,1287.1899,58.1
11/2/06,2100.2114,1285.63,58.53
11/3/06,2095.6799,1279.04,58.46
11/6/06,2119.5303,1280.21,58.81
11/7/06,2124.2771,1283.33,59.08
11/8/06,2129.2202,1285.1,58.33
11/9/06,2118.3181,1285.42,58.57
11/10/06,2122.2573,1287.73,57.53
11/13/06,2128.1692,1287,57.17
11/14/06,2141.9456,1289.42,56.7
11/15/06,2147.603,1286.89,56.95
11/16/06,2152.5693,1285.2,56.79
11/17/06,2154.7954,1288.97,56.31
11/20/06,2153.76,1289.97,56.89
11/21/06,2157.4236,1290.95,57.53
11/22/06,2162.6497,1291.52,57.81
11/23/06,2162.6497,1291.52,58.23
11/24/06,2154.9629,1292.87,58.93
11/27/06,2125.6704,1293.98,58.97
11/28/06,2133.5195,1295.76,58.59
11/29/06,2154.0862,1295.4301,58.39
11/30/06,2155.8853,1299.25,59.1
12/1/06,2149.8494,1301.88,59.37
12/4/06,2169.0034,1302.46,59.36
12/5/06,2177.7461,1302.49,59.72
12/6/06,2175.4475,1300.27,58.96
12/7/06,2166.8684,1299.72,58.94
12/8/06,2170.8364,1295.79,59
12/11/06,2175.8013,1298.05,59.4
12/12/06,2173.5767,1300.37,58.99
12/13/06,2176.5156,1295.76,58.53
12/14/06,2195.5913,1294.67,59.11
12/15/06,2198.0693,1294.75,58.44
12/18/06,2190.9739,1295.3199,58.24
12/19/06,2195.7998,1295.05,58.23
12/20/06,2192.7556,1295.4301,57.93
12/21/06,2185.2073,1298.37,57.84
12/22/06,2173.9004,1294.53,58.55
12/26/06,2183.3804,1296.21,59.02
12/27/06,2199.1531,1293.51,59.29
12/28/06,2195.9961,1291.76,59.34
12/29/06,2186.1274,1291.71,59.37
1/2/07,2186.1274,1293.39,59.04
1/3/07,2183.9216,1295.49,58.63
1/4/07,2186.6028,1298.58,58.57
1/5/07,2173.2917,1297.3199,57.85
1/8/07,2178.8025,1297.13,56.9
1/9/07,2177.678,1297.16,56.14
1/10/07,2182.1614,1295.7,57.23
1/11/07,2196.0208,1292.85,58.39
1/12/07,2206.6772,1291.25,58.99
1/15/07,2206.6772,1291.25,59.14
1/16/07,2208.4822,1292.9399,58.92
1/17/07,2206.7007,1290.9301,59.42
1/18/07,2200.1963,1293.1,59.33
1/19/07,2206.6003,1292.22,59.33
1/22/07,2195.0032,1293.5,59.79
1/23/07,2202.7681,1291.26,60.26
1/24/07,2221.5557,1291.15,60.01
1/25/07,2196.5427,1287.74,60.51
1/26/07,2193.8877,1287.12,60.03
1/29/07,2191.7131,1286.73,59.53
1/30/07,2204.396,1287.77,59.01
1/31/07,2219.1887,1291.1801,59.47
2/1/07,2231.606,1290.85,59.41
2/2/07,2235.3923,1292.26,59.03
2/5/07,2233.4438,1294.4,58.75
2/6/07,2235.0161,1296.95,58.81
2/7/07,2239.052,1298.26,58.69
2/8/07,2236.4602,1298.78,58.6
2/9/07,2220.7207,1295.74,59.04
2/12/07,2213.5845,1294.91,59.1
2/13/07,2230.7988,1294.54,59.9
2/14/07,2248.4038,1299.97,60.37
2/15/07,2250.9688,1301.5601,61.12
2/16/07,2249.0645,1302.21,61.2
2/19/07,2249.0645,1302.21,61.16
2/20/07,2255.478,1303.71,61.37
2/21/07,2252.4341,1303.29,61.87
2/22/07,2251.03,1301.37,62.04
2/23/07,2243.2615,1304.15,62.57
2/26/07,2240.7283,1307.01,62.82
2/27/07,2163.1135,1313.21,62.29
2/28/07,2175.7839,1311.09,61.89
3/1/07,2170.1714,1311.0601,61.46
3/2/07,2145.4282,1312.77,60.56
3/5/07,2125.3425,1312.8101,60.18
3/6/07,2158.3591,1312.86,60.28
3/7/07,2153.6462,1314.95,60.9
3/8/07,2169.1387,1314.91,61.19
