Ticker,T100ECMU Index,SPGSCIP Index,LBUSTRUU Index,SPTRENRS Index,SPTRFINL Index,SPTRINFT Index,SPTRHLTH Index,SPTRCOND Index,SPTRINDU Index,SPTRUTIL Index,SPTRCONS Index,SPTRMATR Index,SPTRTELS Index,SPXT Index
4/15/04,44.5,571.5809,1164.3101,311.72,466.64,324.0928,414.63,278.31,290.17,178.74,284.17,198.86,146.36,1655.1501
4/16/04,44.91,570.4953,1167.22,313.78,472.09,321.3246,416.91,280.32,292.98,179.67,286.2,201.03,145.82,1663.6185
4/19/04,44.81,567.9644,1166.38,313.26,470.43,324.7196,416.66,280.57,291.95,178.87,287.1,200.5,147.26,1665.3947
4/20/04,44.35,565.1543,1164.27,306.2,462.54,316.9192,409.23,278.03,287.89,177.58,285,196.03,147.33,1639.4941
4/21/04,43.23,554.3385,1162.8199,306.27,462.41,320.9997,413.78,279.55,290.09,177.34,285.56,194.54,148.71,1648.309
4/22/04,43.43,563.2456,1165.88,310.86,469.47,326.6723,415.95,284.3,295.64,179.56,287.83,200.43,149.85,1671.6256
4/23/04,43.72,559.9604,1161.35,308.83,467.25,332.2597,414.77,283.52,294.53,179.76,288.24,199.23,150.49,1672.6221
4/26/04,43.81,567.247,1162.2,310.14,466.12,328.2035,413.35,281.79,293.44,180.82,287.04,198.44,149.99,1665.1947
4/27/04,44.46,575.8588,1163.92,315.4,467.35,326.4435,415.19,283.41,293.95,180.54,288.08,198.35,149.22,1668.9845
4/28/04,43.66,573.5135,1160.52,311,460.1,320.2758,411.15,280.47,289.69,180.64,285.05,192.05,148.23,1646.1956
4/29/04,44.08,574.9302,1156.58,304.42,459.84,314.4481,408.76,277.93,287.53,178.52,286.46,189.24,148.32,1634.1584
4/30/04,44.26,576.4834,1158.3,305.36,458.46,307.9745,408.24,275.39,286.09,178.52,286.76,188.76,146.89,1624.5112
5/3/04,44.67,587.2883,1158.24,313.09,461.98,310.261,414.1,277.34,288.85,179.37,288.38,189.05,147.44,1639.4603
5/4/04,44.87,599.0577,1156.5601,312.42,463.52,312.8534,413.8,276.75,289.58,179.74,287.05,191.28,148.06,1642.5012
5/5/04,44.98,603.809,1154.09,314.55,463.83,313.7691,415.71,277.06,289.65,178.58,287.43,190.36,148.95,1645.6476
5/6/04,44.5,600.4656,1151.23,312.61,458.9,312.2995,415.07,272.95,288.39,178.77,286.35,188.08,148.14,1634.7467
5/7/04,44.64,605.6814,1141.8101,306.68,449.13,312.4471,412.33,267.28,284.33,173.93,283.65,181.52,145.27,1612.3064
5/10/04,43.87,590.9736,1142.05,298.02,444.27,311.7542,406.78,263.83,280.39,171.36,282.78,180.93,143.39,1595.3756
5/11/04,44.27,602.6771,1143.61,303.51,447.25,316.902,407.49,267.84,282.4,170.81,281.42,183.38,143.89,1607.9398
5/12/04,43.85,608.8504,1143.3101,305.75,451.96,314.9496,408.6,267.98,284.23,170.69,279.89,183.1,143.92,1611.1509
5/13/04,43.97,611.9879,1140.4301,304.67,452.46,315.4669,407.56,267.05,283.92,171,278.49,184.35,144.86,1610.0514
5/14/04,43.47,611.0711,1144.35,308.54,452.71,310.6864,408.34,267.47,283.93,172.56,279.92,184.19,144.21,1609.1183
5/17/04,43.09,611.0588,1149.22,307.82,447.08,306.4801,405.85,263.52,280.8,170.67,278.48,180.67,142.42,1592.2333
5/18/04,42.41,600.0553,1147.5601,303.92,451.08,309.7021,405.67,267.43,283.41,172.07,279.74,183.86,143.62,1603.142
5/19/04,43.31,616.7219,1144.49,302.58,450.69,310.8165,402.37,266.59,282.97,171.12,277.83,184.02,143.63,1599.2867
5/20/04,42.69,607.4084,1148.48,302.42,452.79,310.9512,399.83,266.78,282.01,172.27,279.15,183.55,143.62,1600.0562
5/21/04,42.67,600.2286,1146.42,301.58,455.13,312.6994,400.3,268.29,284.75,172.4,279.29,185.76,143.34,1606.4889
5/24/04,43.16,621.6113,1147.9399,306.15,455.91,313.5475,397.5,270.47,286.46,174.78,276.88,187.43,142.14,1609.22
5/25/04,43.2,615.6088,1148.58,312.33,462.93,320.0031,402,276.1,290.77,177.92,280.76,191.2,142.15,1635.142
5/26/04,42.93,612.5052,1151.73,309.75,465.56,321.2228,403.77,276.48,291.24,178.08,280.91,191.66,140.01,1638.1581
5/27/04,42.12,600.007,1156.4301,306.32,466.61,322.494,408.54,278,293.63,179.51,284.16,193.83,141.69,1647.6469
5/28/04,42.15,602.6759,1153.66,307.12,466.9,323.2925,407.67,277.5,293.08,180.17,283.22,193.44,140.86,1646.8037
6/1/04,43.35,631.0443,1151.02,311.21,465.53,322.2481,410.38,277.63,292.86,179.62,283.42,193.13,140.7,1647.5735
6/2/04,42.66,607.7958,1149.54,310.78,467.8,321.2098,412.37,278.71,295.32,179.97,285.78,193.86,141.57,1653.6647
6/3/04,41.99,597.1698,1150.74,308.63,464.26,316.7964,411.11,277.12,293.33,178.44,285.19,189.88,140.58,1641.4279
6/4/04,42.13,589.0113,1148.12,307.18,467.59,320.438,412.53,277.98,295.15,178.7,285.61,191.99,141.15,1650.0748
6/7/04,42.34,590.7519,1149.62,312.66,474.91,328.7459,416.33,281.86,300.21,180.4,288.62,195.66,143.51,1676.4838
6/8/04,41.89,578.5292,1149.72,311.15,474.22,330.3816,417.18,283.21,300.72,178.96,289.74,196.07,143.87,1679.2086
6/9/04,41.85,579.6555,1147.22,308.22,469.54,325.7074,412.49,280.82,298.18,177.34,288.3,193.58,144.7,1663.3829
6/10/04,41.81,585.2577,1147.72,312.3,471.4,327.8757,412.53,282.07,300.06,178.56,288.38,194.64,145.67,1671.0146
6/11/04,41.79,585.2577,1147.72,312.3,471.4,327.8757,412.53,282.07,300.06,178.56,288.38,194.64,145.67,1671.0146
6/14/04,41.79,579.6528,1142.79,310.2,465.24,323.5211,409.79,278.58,298.82,177.75,286.86,191.79,144.27,1655.0009
6/15/04,41.84,575.1823,1153.22,313.77,466.65,327.4254,410.09,280.28,301.12,178.73,287.86,193.61,144.85,1664.9186
6/16/04,42.05,579.5521,1151.0601,319.3,467.18,326.1879,410.52,280.76,302.1,179.58,287.68,193.96,144.33,1667.2324
6/17/04,42.41,592.7881,1153.49,321.13,467.33,322.7114,410.6,280.87,302.47,180.59,286.46,194.4,144.83,1665.022
6/18/04,42.3,593.184,1152.97,322.26,468.68,323.2657,410.63,281.17,304.41,181.28,286.43,197.21,145.5,1669.3896
6/21/04,42.18,582.0746,1154.14,321.09,466.68,321.2193,407.61,280.01,303.95,182.45,286.06,196.66,144.27,1662.4634
6/22/04,42.26,585.208,1153.6801,322.73,468.52,325.6935,406.25,279.14,306.33,182.29,286.61,197.25,143.45,1668.5465
6/23/04,42.49,582.9966,1154.39,328.16,470.48,330.4404,408.58,281.13,310.6,183.65,286.86,199.59,144.7,1682.7504
6/24/04,42.76,588.8075,1157.14,326.03,470.42,328.9036,408.35,281.02,309.93,183.99,285.12,199.25,142.63,1678.0692
6/25/04,42.5,584.444,1157.51,322.27,468.83,328.3115,402.97,280.93,307.55,183.26,282,199.89,143.56,1668.9292
6/28/04,41.85,567.7844,1152.61,319.97,468.9,327.2127,402.89,280.27,307.17,183.68,283.36,199.3,144.15,1667.6089
6/29/04,41.67,561.6357,1155.05,321.34,467.37,330.7221,405.2,278.13,309.29,181.96,283.56,201.83,144.97,1671.8438
6/30/04,42.05,573.6907,1160.1801,323.1,469.2,332.2646,406.7,278.99,310.76,182.95,284.58,203.29,145.33,1678.8256
7/1/04,42.59,589.5029,1163.29,323.7,465.96,326.1098,401.38,277.08,306.75,181.18,282.37,199.44,144.52,1661.5255
7/2/04,42.53,587.4221,1168.8,324.32,467.09,322.5817,400.5,275.92,303.76,182.82,282.02,198.49,144.47,1656.3309
7/5/04,42.61,587.4221,1168.8,324.32,467.09,322.5817,400.5,275.92,303.76,182.82,282.02,198.49,144.47,1656.3309
7/6/04,43.14,600.8926,1168.42,326.06,463.72,314.1513,397.08,273.45,302.93,182.84,282.22,197.27,144.1,1642.8351
7/7/04,43.04,596.8532,1168.42,327.76,463.32,315.9994,396.68,273.5,304.31,182.83,282.24,199.62,145.09,1646.3611
7/8/04,42.86,603.4632,1168.9301,326.4,459.77,311.2235,395.61,269.31,301.74,182.51,282.14,197.76,143.14,1632.8848
7/9/04,42.84,599.1525,1169.45,327.92,459.15,314.261,394.72,270.71,304.8,181.79,282.62,198.65,143.56,1638.4185
7/12/04,42.32,592.4752,1170.74,326.91,462.05,312.6506,393.74,271.68,306.19,182,283.18,198.94,144.86,1640.73
7/13/04,42.23,589.5072,1168.5,325.96,462.08,311.3956,396.29,272.65,306.88,182.07,283.78,199.12,144.04,1641.9645
7/14/04,42.7,604.2944,1168.28,329.31,459.98,305.7429,397.39,271.54,306.57,183.81,283.24,199.6,144.12,1636.6182
7/15/04,42.53,599.7433,1168.36,330.51,456.26,304.6356,393.43,270.43,307.9,184.18,281.4,200,142.49,1629.5762
7/16/04,42.54,601.9921,1174.8101,333.9,455.33,299.6916,390.55,267.19,306.61,185.64,281.65,200.17,142.47,1621.806
7/19/04,42.58,602.1783,1174.89,333.39,457.13,301.2585,388.24,266.04,305.22,186.53,281.3,199.17,142.35,1621.0846
7/20/04,42.36,592.8762,1170.34,332.96,459.16,307.4149,389.83,269.29,306.96,187.24,281.57,199.1,143.23,1632.5201
7/21/04,42.33,592.1389,1168.91,327.29,454.61,301.7103,385.64,266.62,302.85,183.81,277.84,195.26,141.69,1610.8844
7/22/04,42.52,602.0819,1170.22,328.5,454.75,306.3664,387.28,267.22,301.85,182.7,276.4,194.41,143.18,1615.2743
7/23/04,42.35,604.9204,1171.61,327.04,452.47,299.0015,383.84,264.9,299.43,181.92,272.9,193.22,144.66,1599.6212
7/26/04,42.38,599.6671,1170.13,325.01,452.87,299.3281,381.15,263.29,298.52,181.28,272.15,191.76,147.5,1596.4845
7/27/04,42.42,602.2117,1163.92,327.54,456.72,301.9558,383.27,267.88,301.98,181.36,274.44,194.84,150.82,1612.33
7/28/04,42.64,612.402,1165.09,329.97,457.44,301.5509,381.59,266.62,303.65,183.13,273.94,196.4,151.88,1613.4996
7/29/04,42.6,610.6007,1166.3,332.35,459.92,305.6515,383.44,268.13,304.62,184.81,270.88,199.14,151.85,1621.3483
7/30/04,42.62,617.4765,1171.6801,334.04,459.59,307.2002,384.8,267.93,304.28,185.96,270.79,198.91,150.96,1623.2621
8/2/04,42.48,614.4287,1172.71,333.75,461.57,308.6059,384.87,270.02,305.29,187.23,273.45,199.84,151.86,1630.4808
8/3/04,42.43,617.3629,1174.27,337.75,459.61,302.2454,384.05,267.36,303.32,187.37,272.55,197.99,151.28,1620.2814
8/4/04,42.15,604.1052,1174.15,330.96,460.4,303.2289,383.43,265.6,303.49,188.42,273.54,198.41,151.29,1618.999
8/5/04,42.25,617.7252,1175.66,327.03,452.7,298.4593,376.31,261.04,297.68,186.49,269.86,194.53,148.99,1592.6385
8/6/04,41.99,611.8238,1185.54,320.83,448.63,290.1217,371.04,257.18,291.55,188.01,267.09,190.94,147.21,1568.0715
8/9/04,42.24,619.757,1184.5,325.19,448.86,290.157,369.98,256.94,292.52,187.34,267.41,191.83,147.46,1569.9606
8/10/04,42.28,616.5259,1181.91,323.61,454.8,295.3412,375.46,260.78,296.76,188.54,270.37,195.07,149.74,1590.3495
8/11/04,42.25,615.1355,1182.87,322.79,455.85,286.8278,381.25,258.65,296.48,189.49,271.92,194.31,150.22,1586.4318
8/12/04,42.62,619.9607,1184.29,318.93,451.79,279.2397,378.91,255.26,291.85,189.16,271.69,191.6,149.22,1567.9471
8/13/04,42.87,632.1546,1186.62,322.07,451.45,281.558,376.55,255.83,292.51,188.5,272.48,191.06,149.21,1570.4443
8/16/04,42.6,627.2163,1185.03,324.03,458.71,284.2413,381.37,261.8,297.63,189.74,274.41,196.3,150.75,1591.937
8/17/04,42.45,632.401,1187.9,317.61,461.4,286.3595,381.81,264.46,296.93,189.52,275.03,197.36,150.4,1595.574
8/18/04,42.56,632.316,1187.16,321.17,467,292.5437,387.46,267.48,300.65,191.64,276.19,199.23,151.29,1615.7209
8/19/04,42.9,645.7892,1188.22,322.31,465.44,290.9165,385.65,266.84,298.89,190.14,275.34,199.44,150.77,1609.9689
8/20/04,42.43,638.4679,1187.35,324.88,469.47,292.3477,388.53,268.69,300.79,190.76,276.12,201.33,151.63,1620.4724
8/23/04,42.01,631.2746,1185.6899,321.68,467.79,294.0937,387.63,267.46,300.24,190.11,275.15,199.36,151.43,1616.6803
8/24/04,41.86,623.021,1185.89,320.48,469.17,292.3479,388.12,268.08,301.63,190.23,275.28,199.96,151.17,1617.458
8/25/04,41.52,606.283,1186.77,322.58,473.07,296.025,391.44,269.94,303.97,191.39,276.49,202.1,151.62,1630.4846
8/26/04,41.39,599.8204,1188.5,324.55,473.88,294.3594,391.24,269.98,304.11,191.17,276.9,203.07,151.43,1630.6831
8/27/04,41.56,598.7927,1188.5699,326.39,474.36,295.998,393.74,269.96,304.02,191.3,277.08,203.43,151.91,1634.8317
8/30/04,41.42,595.7595,1190.95,324.8,472.08,291.7214,389.19,267.55,302.19,191.56,275.51,201.88,151.77,1622.2786
8/31/04,41.45,592.7183,1194.03,330.83,475.04,290.922,391.68,267.82,303.77,193.6,276.18,202.64,152.71,1629.828
9/1/04,41.67,609.143,1194.45,335.21,472.41,292.5004,392.68,268.45,304.59,193.95,276.28,203.17,153.44,1632.8185
9/2/04,41.71,606.6092,1191.36,338.15,477.83,295.8528,396.81,272.88,308.11,194.86,278.88,205.81,154.73,1651.1396
9/3/04,41.69,601.7081,1186.35,339.2,477.73,288.7215,396.4,272.42,306.66,194.23,279.9,205.49,154.65,1644.2526
9/6/04,41.74,601.7081,1186.35,339.2,477.73,288.7215,396.4,272.42,306.66,194.23,279.9,205.49,154.65,1644.2526
9/7/04,41.8,596.4144,1189.37,339.19,483.22,289.9866,398.77,274.7,309.41,195.46,280.65,207.14,156.2,1655.6475
9/8/04,41.67,592.2521,1193.88,339.04,479.7,289.9112,398.04,273.81,309.43,193.76,277.32,204.92,155.35,1648.5195
9/9/04,41.92,608.8922,1192.3199,343.39,479.06,295.2332,396.5,272.29,308.82,194.38,276.46,205.7,155.34,1651.6519
9/10/04,41.85,593.5057,1193.38,341.51,481.25,301.1051,395.48,274.78,309.92,194.82,277.22,203.85,156.03,1659.8357
9/13/04,42.13,605.3234,1194.66,344.06,480.41,303.0075,397.04,275.62,310.22,193.48,276.98,203.48,156.81,1663.0977
9/14/04,42.2,610.3886,1196.27,344.81,481.08,303.5646,399.14,276.98,310.41,193.4,277.13,203.17,157.57,1666.8162
9/15/04,42.23,602.238,1194.8101,344.01,478.78,299.2461,397.82,275.52,307.93,193.33,274.5,202.47,155.28,1655.1008
9/16/04,42.46,603.8615,1199.64,344.79,481.83,299.574,397.42,276.93,309.61,195.01,272.98,203.26,156.76,1659.7797
9/17/04,42.55,619.7418,1196.51,350.56,482.25,300.8809,398.59,277.35,313.29,195.68,273.85,202.51,157.54,1667.2484
9/20/04,42.76,624.475,1200.3101,350.34,477.67,302.6721,394.69,275.7,312.13,195.14,269.3,202.72,156.32,1657.8767
9/21/04,43.16,636.7054,1200.9,359.42,481.56,304.5228,396.55,277.34,313.37,195.85,268.52,203.55,156.97,1668.3855
9/22/04,43.74,650.4404,1202.99,356.29,472.84,298.8531,391.14,274.16,308.55,195.12,265.8,201.9,155.79,1645.1659
9/23/04,43.96,651.7039,1200.77,351.65,468.34,299.4139,388.96,274.36,305.86,193.59,266.85,200.19,155.4,1637.816
9/24/04,44,650.7054,1200.41,354.43,470.55,296.7815,389.89,275.57,306.94,193.65,266.55,201.92,155.62,1640.3978
9/27/04,44.35,655.6066,1202.21,355.07,467.45,294.1699,387.68,273.46,304.51,194.05,265.26,201.83,154.25,1630.6678
9/28/04,44.17,661.6208,1201.59,360.27,470.11,294.4602,390.96,273.41,307.02,195.29,266.91,206.53,154.56,1640.6168
9/29/04,44.18,665.7038,1198.0601,356.58,471.56,298.4808,392.45,274.77,308.64,194.65,268.2,207.64,155.05,1647.7893
9/30/04,44.76,666.5723,1197.27,358.69,470.98,299.4251,384.78,275.72,310.6,195.26,268.74,210.51,154.67,1647.4803
10/1/04,44.64,669.6684,1194.2,362.93,477.99,308.6172,388.65,279.26,314.93,196.83,271.43,211.64,157.04,1672.4867
10/4/04,44.56,665.5223,1195.41,362.51,478.6,310.1967,390.22,281.46,315.56,197.4,271.44,211.93,159.63,1678.1039
10/5/04,44.81,679.6589,1195.85,366.31,476.34,311.6723,388.75,281,314.07,197.83,270.78,211.94,160.74,1677.0923
10/6/04,45.18,686.5623,1193.5601,372.67,479.64,314.0889,388.07,282.82,316.97,199.11,272.01,215.24,162.18,1688.8267
10/7/04,45.3,694.0001,1192.64,370.18,478.03,310.8184,379.13,280.75,312.93,197.75,269.54,212.61,161.07,1672.0767
10/8/04,45.83,700.5899,1198.8199,371,476.4,305.2393,375.02,278.47,310.57,198.6,267.84,211.52,160.04,1659.5101
10/11/04,45.74,703.0432,1198.8199,368.36,477.72,306.1716,376.55,279.75,311.51,198.51,268.07,211.18,160.39,1662.8353
10/12/04,45.58,690.9971,1200.78,364.56,477.97,304.5756,376.42,279.04,311.23,199.52,267.19,209.11,161.1,1659.072
10/13/04,44.53,696.0807,1202.4,356.91,474.5,305.0399,372.79,278.42,308.19,197.1,266.15,204.33,159.88,1647.1267
10/14/04,44.54,704.3045,1205.41,359.73,462.54,302.3664,369.98,275.91,306.67,197.01,265.09,203.99,159.06,1631.806
10/15/04,44.85,704.7355,1203.52,361.18,464.01,303.4881,369.93,277.24,308.87,199.04,266.83,205.71,160.3,1639.0801
10/18/04,44.22,693.447,1203.9399,357.4,466.17,307.5279,374,279.77,309.11,197.96,268.03,205.53,160.91,1647.6948
10/19/04,44.24,696.4091,1204.38,355.61,458.03,307.7362,367.13,277.86,306.76,196.8,266.77,200.62,159,1631.7365
10/20/04,44.49,713.0762,1206.6899,362.18,455.26,308.9974,367.22,276.64,306,197.88,267.22,201.98,158.42,1632.4885
10/21/04,44.66,716.4636,1206.4301,363.38,455.6,312.2794,364.04,279.27,307.36,198.07,267.4,203.21,157.2,1636.7603
10/22/04,44.72,724.1177,1207.36,362.72,452.65,305.3479,360.92,276.67,304.07,199.57,265.46,202.18,154.92,1620.853
10/25/04,44.2,717.0348,1208.1801,363.01,452.58,304.9851,359.2,275.98,304.49,202.75,263.85,204.12,154.55,1619.4786
10/26/04,44.31,728.2874,1207.72,367.26,463.6,306.3451,366.06,280.7,309.36,205.32,267.19,206.32,154.95,1643.5698
10/27/04,44.07,701.4659,1203.5601,361.27,469.21,313.3813,376.31,285.18,312.95,204.32,269.61,208.11,156.51,1665.0135
10/28/04,43.48,687.8219,1204.34,356.26,472.59,314.5656,376.2,287.02,313.05,203.57,271.13,205.87,157.25,1668.5504
10/29/04,44.31,693.255,1207.3101,361.14,473.38,315.1357,376.38,286.99,314.01,204.79,270.68,208.9,157.08,1672.6486
11/1/04,43.9,677.0611,1204.63,358.61,474.4,316.1111,372.5,287.79,315,205.75,270.4,209.09,159.03,1673.1046
11/2/04,43.69,671.3994,1205.64,354.13,476.75,317.4268,369.71,288.79,314.98,202.31,271.53,208.22,158.98,1673.1606
11/3/04,44.01,683.4936,1206.54,361.36,479.44,318.7595,380.89,290.1,318.37,206.42,274.65,211.02,160.24,1692.2238
11/4/04,44.35,663.6816,1206.72,366.85,487.52,322.148,382.16,296.21,324.58,210.84,282.29,215.93,162.58,1719.6407
11/5/04,44.62,665.8548,1200.99,368.81,486.69,325.196,383.87,297.43,326.74,209.69,283.29,217.12,163.16,1726.339
11/8/04,44.61,659.617,1200.29,363.6,485.84,325.6793,383.61,297.03,327.33,211.62,282.77,217.07,163.62,1724.5918
11/9/04,44.41,645.6897,1200.17,360.42,485.18,325.4767,383.69,297.19,328.65,211.66,282.33,219.05,163.77,1724.0754
11/10/04,44.44,660.7504,1198.53,363.86,486.08,321.9408,383.12,297.25,328.82,211.51,282.76,218.98,163.14,1722.6681
11/11/04,44.53,646.4718,1198.53,363.76,490.7,326.4499,384.91,300.03,332.88,213.79,284.95,220.73,164.92,1738.3193
11/12/04,44.78,645.0499,1201.42,370.95,493.69,331.345,386.27,302.65,335.42,216.54,286.39,223.18,167.33,1754.3342
11/15/04,44.37,643.1546,1201.8,363.27,494.84,333.439,387.76,303.44,334,215.25,286.68,221.91,166.15,1753.9911
11/16/04,44.01,635.4822,1201.14,362.97,490.37,330.7868,384.96,300.1,332.41,215.07,284.79,220.55,165.52,1741.7178
11/17/04,44.6,649.0273,1204.58,367.72,491.6,335.5588,385.34,300.98,334.66,213.32,286.1,222.36,166,1751.5652
11/18/04,44.69,642.3274,1206.01,370.04,490.29,336.8605,384.06,301.85,336.85,213.52,286.21,222.82,166.04,1753.9729
11/19/04,44.96,662.0151,1202.46,374.04,483.72,330.7613,379.71,297.98,332.65,212.81,282.97,221.52,164.4,1734.4525
